Lugar de residencia;Edad;Medida;Valor;
Torres de Albánchez;Índice de dependencia mayores;Población municipal;31,406551059730248;
Úbeda;Índice de dependencia global;Población municipal;51,71707273618102;
Úbeda;Índice de dependencia jóvenes;Población municipal;22,377622377622377;
Úbeda;Índice de dependencia mayores;Población municipal;29,33945035855864;
Valdepeñas de Jaén;Índice de dependencia global;Población municipal;54,44396736796908;
Valdepeñas de Jaén;Índice de dependencia jóvenes;Población municipal;18,677544010304853;
Valdepeñas de Jaén;Índice de dependencia mayores;Población municipal;35,76642335766424;
Vilches;Índice de dependencia global;Población municipal;53,13941113870166;
Vilches;Índice de dependencia jóvenes;Población municipal;18,97836112096488;
Vilches;Índice de dependencia mayores;Población municipal;34,16105001773679;
Villacarrillo;Índice de dependencia global;Población municipal;49,55777460770328;
Villacarrillo;Índice de dependencia jóvenes;Población municipal;20,627674750356633;
Villacarrillo;Índice de dependencia mayores;Población municipal;28,930099857346647;
Villanueva de la Reina;Índice de dependencia global;Población municipal;46,54669260700389;
Villanueva de la Reina;Índice de dependencia jóvenes;Población municipal;18,23929961089494;
Villanueva de la Reina;Índice de dependencia mayores;Población municipal;28,30739299610895;
Villanueva del Arzobispo;Índice de dependencia global;Población municipal;50,2262443438914;
Villanueva del Arzobispo;Índice de dependencia jóvenes;Población municipal;22,03996983408748;
Villanueva del Arzobispo;Índice de dependencia mayores;Población municipal;28,186274509803923;
Villardompardo;Índice de dependencia global;Población municipal;55,574043261231274;
Villardompardo;Índice de dependencia jóvenes;Población municipal;13,14475873544093;
Villardompardo;Índice de dependencia mayores;Población municipal;42,42928452579035;
Villarrodrigo;Índice de dependencia global;Población municipal;66,66666666666666;
Villarrodrigo;Índice de dependencia jóvenes;Población municipal;11,11111111111111;
Villarrodrigo;Índice de dependencia mayores;Población municipal;55,55555555555556;
Villatorres;Índice de dependencia global;Población municipal;53,048128342245995;
Villatorres;Índice de dependencia jóvenes;Población municipal;23,1729055258467;
Villatorres;Índice de dependencia mayores;Población municipal;29,875222816399287;
Alameda;Índice de dependencia global;Población municipal;46,68998923573735;
Alameda;Índice de dependencia jóvenes;Población municipal;22,847147470398276;
Alameda;Índice de dependencia mayores;Población municipal;23,842841765339074;
Alcaucín;Índice de dependencia global;Población municipal;81,93123628383321;
Alcaucín;Índice de dependencia jóvenes;Población municipal;19,970738844184346;
Alcaucín;Índice de dependencia mayores;Población municipal;61,96049743964886;
Alfarnate;Índice de dependencia global;Población municipal;65,44585987261146;
Alfarnate;Índice de dependencia jóvenes;Población municipal;16,719745222929934;
Alfarnate;Índice de dependencia mayores;Población municipal;48,72611464968153;
Alfarnatejo;Índice de dependencia global;Población municipal;56,896551724137936;
Alfarnatejo;Índice de dependencia jóvenes;Población municipal;12,068965517241379;
Alfarnatejo;Índice de dependencia mayores;Población municipal;44,827586206896555;
Algarrobo;Índice de dependencia global;Población municipal;56,693472090823086;
Algarrobo;Índice de dependencia jóvenes;Población municipal;22,94228949858089;
Algarrobo;Índice de dependencia mayores;Población municipal;33,751182592242195;
Algatocín;Índice de dependencia global;Población municipal;51,005484460694696;
Algatocín;Índice de dependencia jóvenes;Población municipal;14,442413162705666;
Algatocín;Índice de dependencia mayores;Población municipal;36,56307129798903;
Alhaurín de la Torre;Índice de dependencia global;Población municipal;48,53839974854189;
Alhaurín de la Torre;Índice de dependencia jóvenes;Población municipal;28,550972653930778;
Alhaurín de la Torre;Índice de dependencia mayores;Población municipal;19,987427094611114;
Alhaurín el Grande;Índice de dependencia global;Población municipal;52,86226436914537;
Alhaurín el Grande;Índice de dependencia jóvenes;Población municipal;27,651208511622528;
Alhaurín el Grande;Índice de dependencia mayores;Población municipal;25,21105585752284;
Almáchar;Índice de dependencia global;Población municipal;54,23302598491199;
Almáchar;Índice de dependencia jóvenes;Población municipal;21,374685666387258;
Almáchar;Índice de dependencia mayores;Población municipal;32,858340318524725;
Almargen;Índice de dependencia global;Población municipal;52,93650793650794;
Almargen;Índice de dependencia jóvenes;Población municipal;18,650793650793652;
Almargen;Índice de dependencia mayores;Población municipal;34,285714285714285;
Almogía;Índice de dependencia global;Población municipal;49,65331278890601;
Almogía;Índice de dependencia jóvenes;Población municipal;19,79969183359014;
Almogía;Índice de dependencia mayores;Población municipal;29,85362095531587;
Álora;Índice de dependencia global;Población municipal;51,209039548022595;
Álora;Índice de dependencia jóvenes;Población municipal;21,26553672316384;
Álora;Índice de dependencia mayores;Población municipal;29,943502824858758;
Alozaina;Índice de dependencia global;Población municipal;53,377386196769464;
Alozaina;Índice de dependencia jóvenes;Población municipal;18,64904552129222;
Alozaina;Índice de dependencia mayores;Población municipal;34,728340675477234;
Alpandeire;Índice de dependencia global;Población municipal;73,8562091503268;
Alpandeire;Índice de dependencia jóvenes;Población municipal;18,954248366013072;
Alpandeire;Índice de dependencia mayores;Población municipal;54,90196078431373;
Antequera;Índice de dependencia global;Población municipal;50,29011422107068;
Antequera;Índice de dependencia jóvenes;Población municipal;23,333211692150492;
Antequera;Índice de dependencia mayores;Población municipal;26,95690252892019;
Árchez;Índice de dependencia global;Población municipal;54,08560311284047;
Árchez;Índice de dependencia jóvenes;Población municipal;12,840466926070038;
Árchez;Índice de dependencia mayores;Población municipal;41,245136186770424;
Archidona;Índice de dependencia global;Población municipal;51,42479713153425;
Archidona;Índice de dependencia jóvenes;Población municipal;21,21154934893376;
Archidona;Índice de dependencia mayores;Población municipal;30,21324778260049;
Ardales;Índice de dependencia global;Población municipal;51,624548736462096;
Ardales;Índice de dependencia jóvenes;Población municipal;21,660649819494584;
Ardales;Índice de dependencia mayores;Población municipal;29,96389891696751;
Arenas;Índice de dependencia global;Población municipal;63,481675392670155;
Arenas;Índice de dependencia jóvenes;Población municipal;19,10994764397906;
Arenas;Índice de dependencia mayores;Población municipal;44,3717277486911;
Arriate;Índice de dependencia global;Población municipal;52,958689988835125;
Arriate;Índice de dependencia jóvenes;Población municipal;22,962411611462596;
Arriate;Índice de dependencia mayores;Población municipal;29,996278377372533;
Atajate;Índice de dependencia global;Población municipal;60,526315789473685;
Atajate;Índice de dependencia jóvenes;Población municipal;19,298245614035086;
Atajate;Índice de dependencia mayores;Población municipal;41,228070175438596;
Benadalid;Índice de dependencia global;Población municipal;50,314465408805034;
Benadalid;Índice de dependencia jóvenes;Población municipal;13,20754716981132;
Benadalid;Índice de dependencia mayores;Población municipal;37,10691823899371;
Benahavís;Índice de dependencia global;Población municipal;51,68772719404535;
Benahavís;Índice de dependencia jóvenes;Población municipal;28,648087242513416;
Benahavís;Índice de dependencia mayores;Población municipal;23,03963995153194;
Benalauría;Índice de dependencia global;Población municipal;53,35689045936396;
Benalauría;Índice de dependencia jóvenes;Población municipal;16,25441696113074;
Benalauría;Índice de dependencia mayores;Población municipal;37,102473498233216;
Benalmádena;Índice de dependencia global;Población municipal;47,9863260311103;
Benalmádena;Índice de dependencia jóvenes;Población municipal;24,153973744361508;
Benalmádena;Índice de dependencia mayores;Población municipal;23,832352286748794;
Benamargosa;Índice de dependencia global;Población municipal;58,229166666666664;
Benamargosa;Índice de dependencia jóvenes;Población municipal;18,125;
Benamargosa;Índice de dependencia mayores;Población municipal;40,10416666666667;
Benamocarra;Índice de dependencia global;Población municipal;53,482587064676615;
Benamocarra;Índice de dependencia jóvenes;Población municipal;28,109452736318406;
Benamocarra;Índice de dependencia mayores;Población municipal;25,37313432835821;
Benaoján;Índice de dependencia global;Población municipal;50,56759545923632;
Benaoján;Índice de dependencia jóvenes;Población municipal;19,09184726522188;
Benaoján;Índice de dependencia mayores;Población municipal;31,475748194014447;
Benarrabá;Índice de dependencia global;Población municipal;53,264604810996566;
Benarrabá;Índice de dependencia jóvenes;Población municipal;15,463917525773196;
Benarrabá;Índice de dependencia mayores;Población municipal;37,80068728522337;
Campillos;Índice de dependencia global;Población municipal;49,71387696709585;
Campillos;Índice de dependencia jóvenes;Población municipal;22,442775393419172;
Campillos;Índice de dependencia mayores;Población municipal;27,27110157367668;
Canillas de Aceituno;Índice de dependencia global;Población municipal;63,22274881516587;
Canillas de Aceituno;Índice de dependencia jóvenes;Población municipal;16,303317535545023;
Canillas de Aceituno;Índice de dependencia mayores;Población municipal;46,91943127962085;
Canillas de Albaida;Índice de dependencia global;Población municipal;77,28285077951003;
Canillas de Albaida;Índice de dependencia jóvenes;Población municipal;17,14922048997773;
Canillas de Albaida;Índice de dependencia mayores;Población municipal;60,13363028953229;
Cañete la Real;Índice de dependencia global;Población municipal;46,125461254612546;
Cañete la Real;Índice de dependencia jóvenes;Población municipal;10,608856088560886;
Cañete la Real;Índice de dependencia mayores;Población municipal;35,51660516605166;
Carratraca;Índice de dependencia global;Población municipal;48,04123711340206;
Carratraca;Índice de dependencia jóvenes;Población municipal;14,63917525773196;
Carratraca;Índice de dependencia mayores;Población municipal;33,4020618556701;
Cartajima;Índice de dependencia global;Población municipal;53,293413173652695;
Cartajima;Índice de dependencia jóvenes;Población municipal;11,976047904191617;
Cartajima;Índice de dependencia mayores;Población municipal;41,31736526946108;
Cártama;Índice de dependencia global;Población municipal;48,61371802434708;
Cártama;Índice de dependencia jóvenes;Población municipal;30,91650131388427;
Cártama;Índice de dependencia mayores;Población municipal;17,69721671046281;
Casabermeja;Índice de dependencia global;Población municipal;51,67064439140812;
Casabermeja;Índice de dependencia jóvenes;Población municipal;22,553699284009546;
Casabermeja;Índice de dependencia mayores;Población municipal;29,116945107398568;
Casarabonela;Índice de dependencia global;Población municipal;52,96969696969697;
Casarabonela;Índice de dependencia jóvenes;Población municipal;20;
Casarabonela;Índice de dependencia mayores;Población municipal;32,96969696969697;
Casares;Índice de dependencia global;Población municipal;49,65986394557823;
Casares;Índice de dependencia jóvenes;Población municipal;25,94752186588921;
Casares;Índice de dependencia mayores;Población municipal;23,71234207968902;
Coín;Índice de dependencia global;Población municipal;52,28340537492953;
Coín;Índice de dependencia jóvenes;Población municipal;28,434504792332266;
Coín;Índice de dependencia mayores;Población municipal;23,848900582597256;
Colmenar;Índice de dependencia global;Población municipal;53,52112676056338;
Colmenar;Índice de dependencia jóvenes;Población municipal;21,919014084507044;
Colmenar;Índice de dependencia mayores;Población municipal;31,602112676056336;
Comares;Índice de dependencia global;Población municipal;71,20622568093385;
Comares;Índice de dependencia jóvenes;Población municipal;13,878080415045396;
Comares;Índice de dependencia mayores;Población municipal;57,32814526588845;
Cómpeta;Índice de dependencia global;Población municipal;72,26738934056007;
Cómpeta;Índice de dependencia jóvenes;Población municipal;19,96386630532972;
Cómpeta;Índice de dependencia mayores;Población municipal;52,30352303523035;
Cortes de la Frontera;Índice de dependencia global;Población municipal;49,899598393574294;
Cortes de la Frontera;Índice de dependencia jóvenes;Población municipal;17,620481927710845;
Cortes de la Frontera;Índice de dependencia mayores;Población municipal;32,27911646586345;
Cuevas Bajas;Índice de dependencia global;Población municipal;57,87631271878646;
Cuevas Bajas;Índice de dependencia jóvenes;Población municipal;25,90431738623104;
Cuevas Bajas;Índice de dependencia mayores;Población municipal;31,971995332555426;
Cuevas de San Marcos;Índice de dependencia global;Población municipal;54,48745214802212;
Cuevas de San Marcos;Índice de dependencia jóvenes;Población municipal;21,90557209698001;
Cuevas de San Marcos;Índice de dependencia mayores;Población municipal;32,58188005104211;
Cuevas del Becerro;Índice de dependencia global;Población municipal;63,68260427263479;
Cuevas del Becerro;Índice de dependencia jóvenes;Población municipal;20,345879959308242;
Cuevas del Becerro;Índice de dependencia mayores;Población municipal;43,33672431332655;
Cútar;Índice de dependencia global;Población municipal;64,80446927374301;
Cútar;Índice de dependencia jóvenes;Población municipal;12,849162011173185;
Cútar;Índice de dependencia mayores;Población municipal;51,955307262569825;
El Borge;Índice de dependencia global;Población municipal;56,63265306122449;
El Borge;Índice de dependencia jóvenes;Población municipal;18,70748299319728;
El Borge;Índice de dependencia mayores;Población municipal;37,92517006802721;
El Burgo;Índice de dependencia global;Población municipal;53,99828030954428;
El Burgo;Índice de dependencia jóvenes;Población municipal;16,766981943250215;
El Burgo;Índice de dependencia mayores;Población municipal;37,23129836629407;
Estepona;Índice de dependencia global;Población municipal;50,81997084548105;
Estepona;Índice de dependencia jóvenes;Población municipal;25,269274376417233;
Estepona;Índice de dependencia mayores;Población municipal;25,550696469063816;
Faraján;Índice de dependencia global;Población municipal;81,20805369127517;
Faraján;Índice de dependencia jóvenes;Población municipal;14,76510067114094;
Faraján;Índice de dependencia mayores;Población municipal;66,44295302013423;
Frigiliana;Índice de dependencia global;Población municipal;57,56120979356697;
Frigiliana;Índice de dependencia jóvenes;Población municipal;24,483917426788285;
Frigiliana;Índice de dependencia mayores;Población municipal;33,077292366778686;
Fuengirola;Índice de dependencia global;Población municipal;58,37186732888051;
Fuengirola;Índice de dependencia jóvenes;Población municipal;20,63138665296569;
Fuengirola;Índice de dependencia mayores;Población municipal;37,74048067591483;
Fuente de Piedra;Índice de dependencia global;Población municipal;54,833333333333336;
Fuente de Piedra;Índice de dependencia jóvenes;Población municipal;23,88888888888889;
Fuente de Piedra;Índice de dependencia mayores;Población municipal;30,944444444444446;
Gaucín;Índice de dependencia global;Población municipal;63,91437308868502;
Gaucín;Índice de dependencia jóvenes;Población municipal;23,343527013251784;
Gaucín;Índice de dependencia mayores;Población municipal;40,57084607543323;
Genalguacil;Índice de dependencia global;Población municipal;66,52542372881356;
Genalguacil;Índice de dependencia jóvenes;Población municipal;16,101694915254235;
Genalguacil;Índice de dependencia mayores;Población municipal;50,42372881355932;
Guaro;Índice de dependencia global;Población municipal;60,306406685236766;
Guaro;Índice de dependencia jóvenes;Población municipal;27,0891364902507;
Guaro;Índice de dependencia mayores;Población municipal;33,21727019498607;
Humilladero;Índice de dependencia global;Población municipal;46,25668449197861;
Humilladero;Índice de dependencia jóvenes;Población municipal;21,345811051693406;
Humilladero;Índice de dependencia mayores;Población municipal;24,910873440285204;
Igualeja;Índice de dependencia global;Población municipal;66,05922551252847;
Igualeja;Índice de dependencia jóvenes;Población municipal;17,76765375854214;
Igualeja;Índice de dependencia mayores;Población municipal;48,29157175398633;
Istán;Índice de dependencia global;Población municipal;49,716981132075475;
Istán;Índice de dependencia jóvenes;Población municipal;20,28301886792453;
Istán;Índice de dependencia mayores;Población municipal;29,433962264150942;
Iznate;Índice de dependencia global;Población municipal;56,8935427574171;
Iznate;Índice de dependencia jóvenes;Población municipal;25,13089005235602;
Iznate;Índice de dependencia mayores;Población municipal;31,762652705061083;
Jimera de Líbar;Índice de dependencia global;Población municipal;66,52892561983471;
Jimera de Líbar;Índice de dependencia jóvenes;Población municipal;16,115702479338843;
Jimera de Líbar;Índice de dependencia mayores;Población municipal;50,413223140495866;
Jubrique;Índice de dependencia global;Población municipal;57,06051873198847;
Jubrique;Índice de dependencia jóvenes;Población municipal;15,561959654178676;
Jubrique;Índice de dependencia mayores;Población municipal;41,4985590778098;
Júzcar;Índice de dependencia global;Población municipal;30,687830687830687;
Júzcar;Índice de dependencia jóvenes;Población municipal;6,349206349206349;
Júzcar;Índice de dependencia mayores;Población municipal;24,33862433862434;
Macharaviaya;Índice de dependencia global;Población municipal;49,127906976744185;
Macharaviaya;Índice de dependencia jóvenes;Población municipal;20,058139534883722;
Macharaviaya;Índice de dependencia mayores;Población municipal;29,069767441860467;
Málaga (capital);Índice de dependencia global;Población municipal;51,556059222114335;
Málaga (capital);Índice de dependencia jóvenes;Población municipal;23,41168372648114;
Málaga (capital);Índice de dependencia mayores;Población municipal;28,144375495633195;
Manilva;Índice de dependencia global;Población municipal;50,71152494729445;
Manilva;Índice de dependencia jóvenes;Población municipal;27,011595221363315;
Manilva;Índice de dependencia mayores;Población municipal;23,69992972593113;
Marbella;Índice de dependencia global;Población municipal;47,582958806998995;
Marbella;Índice de dependencia jóvenes;Población municipal;23,64754379265439;
Marbella;Índice de dependencia mayores;Población municipal;23,935415014344603;
Mijas;Índice de dependencia global;Población municipal;47,95675461218013;
Mijas;Índice de dependencia jóvenes;Población municipal;26,474575150433115;
Mijas;Índice de dependencia mayores;Población municipal;21,48217946174701;
Moclinejo;Índice de dependencia global;Población municipal;45,720984759671744;
Moclinejo;Índice de dependencia jóvenes;Población municipal;23,094958968347008;
Moclinejo;Índice de dependencia mayores;Población municipal;22,626025791324736;
Mollina;Índice de dependencia global;Población municipal;62,515114873035074;
Mollina;Índice de dependencia jóvenes;Población municipal;23,246674727932284;
Mollina;Índice de dependencia mayores;Población municipal;39,26844014510278;
Monda;Índice de dependencia global;Población municipal;49,684210526315795;
Monda;Índice de dependencia jóvenes;Población municipal;24,947368421052634;
Monda;Índice de dependencia mayores;Población municipal;24,736842105263158;
Montecorto;Índice de dependencia global;Población municipal;50;
Montecorto;Índice de dependencia jóvenes;Población municipal;15,463917525773196;
Montecorto;Índice de dependencia mayores;Población municipal;34,5360824742268;
Montejaque;Índice de dependencia global;Población municipal;68,10035842293907;
Montejaque;Índice de dependencia jóvenes;Población municipal;18,27956989247312;
Montejaque;Índice de dependencia mayores;Población municipal;49,82078853046595;
Nerja;Índice de dependencia global;Población municipal;62,524624943173215;
Nerja;Índice de dependencia jóvenes;Población municipal;21,647219275647824;
Nerja;Índice de dependencia mayores;Población municipal;40,87740566752539;
Ojén;Índice de dependencia global;Población municipal;46,35669673837613;
Ojén;Índice de dependencia jóvenes;Población municipal;24,496877168632896;
Ojén;Índice de dependencia mayores;Población municipal;21,859819569743234;
Parauta;Índice de dependencia global;Población municipal;65,85365853658537;
Parauta;Índice de dependencia jóvenes;Población municipal;23,78048780487805;
Parauta;Índice de dependencia mayores;Población municipal;42,073170731707314;
Periana;Índice de dependencia global;Población municipal;53,48837209302325;
Periana;Índice de dependencia jóvenes;Población municipal;20,408163265306122;
Periana;Índice de dependencia mayores;Población municipal;33,080208827717136;
Pizarra;Índice de dependencia global;Población municipal;49,04350509102129;
Pizarra;Índice de dependencia jóvenes;Población municipal;26,02591792656587;
Pizarra;Índice de dependencia mayores;Población municipal;23,017587164455414;
Pujerra;Índice de dependencia global;Población municipal;65,06024096385542;
Pujerra;Índice de dependencia jóvenes;Población municipal;14,457831325301203;
Pujerra;Índice de dependencia mayores;Población municipal;50,602409638554214;
Rincón de la Victoria;Índice de dependencia global;Población municipal;48,43112506971147;
Rincón de la Victoria;Índice de dependencia jóvenes;Población municipal;27,591065191229564;
Rincón de la Victoria;Índice de dependencia mayores;Población municipal;20,840059878481902;
Riogordo;Índice de dependencia global;Población municipal;55,08141493542953;
Riogordo;Índice de dependencia jóvenes;Población municipal;18,304323413812465;
Riogordo;Índice de dependencia mayores;Población municipal;36,777091521617066;
Ronda;Índice de dependencia global;Población municipal;51,0127497965458;
Ronda;Índice de dependencia jóvenes;Población municipal;21,74247219459264;
Ronda;Índice de dependencia mayores;Población municipal;29,27027760195316;
Salares;Índice de dependencia global;Población municipal;62,03703703703704;
Salares;Índice de dependencia jóvenes;Población municipal;24,074074074074073;
Salares;Índice de dependencia mayores;Población municipal;37,96296296296296;
Sayalonga;Índice de dependencia global;Población municipal;67,79141104294479;
Sayalonga;Índice de dependencia jóvenes;Población municipal;15,337423312883436;
Sayalonga;Índice de dependencia mayores;Población municipal;52,45398773006135;
Sedella;Índice de dependencia global;Población municipal;60,32171581769437;
Sedella;Índice de dependencia jóvenes;Población municipal;9,919571045576408;
Sedella;Índice de dependencia mayores;Población municipal;50,402144772117964;
Serrato;Índice de dependencia global;Población municipal;61,83745583038869;
Serrato;Índice de dependencia jóvenes;Población municipal;12,7208480565371;
Serrato;Índice de dependencia mayores;Población municipal;49,11660777385159;
Sierra de Yeguas;Índice de dependencia global;Población municipal;54,29740791268759;
Sierra de Yeguas;Índice de dependencia jóvenes;Población municipal;24,46566621191451;
Sierra de Yeguas;Índice de dependencia mayores;Población municipal;29,83174170077308;
Teba;Índice de dependencia global;Población municipal;45,94911937377691;
Teba;Índice de dependencia jóvenes;Población municipal;17,80821917808219;
Teba;Índice de dependencia mayores;Población municipal;28,14090019569472;
Tolox;Índice de dependencia global;Población municipal;59,46132596685083;
Tolox;Índice de dependencia jóvenes;Población municipal;23,756906077348066;
Tolox;Índice de dependencia mayores;Población municipal;35,704419889502766;
Torremolinos;Índice de dependencia global;Población municipal;50,18440521135674;
Torremolinos;Índice de dependencia jóvenes;Población municipal;22,73094297623464;
Torremolinos;Índice de dependencia mayores;Población municipal;27,4534622351221;
Torrox;Índice de dependencia global;Población municipal;65,59291156011925;
Torrox;Índice de dependencia jóvenes;Población municipal;21,182510765154024;
Torrox;Índice de dependencia mayores;Población municipal;44,41040079496522;
Totalán;Índice de dependencia global;Población municipal;45,06769825918762;
Totalán;Índice de dependencia jóvenes;Población municipal;23,21083172147002;
Totalán;Índice de dependencia mayores;Población municipal;21,8568665377176;
Valle de Abdalajís;Índice de dependencia global;Población municipal;57,1156289707751;
Valle de Abdalajís;Índice de dependencia jóvenes;Población municipal;18,424396442185515;
Valle de Abdalajís;Índice de dependencia mayores;Población municipal;38,69123252858958;
Vélez-Málaga;Índice de dependencia global;Población municipal;51,765493288954815;
Vélez-Málaga;Índice de dependencia jóvenes;Población municipal;25,42780651930104;
Vélez-Málaga;Índice de dependencia mayores;Población municipal;26,33768676965377;
Villanueva de Algaidas;Índice de dependencia global;Población municipal;57,104964001515725;
Villanueva de Algaidas;Índice de dependencia jóvenes;Población municipal;22,167487684729064;
Villanueva de Algaidas;Índice de dependencia mayores;Población municipal;34,937476316786665;
Villanueva de la Concepción;Índice de dependencia global;Población municipal;48,557258791704236;
Villanueva de la Concepción;Índice de dependencia jóvenes;Población municipal;20,73940486925158;
Villanueva de la Concepción;Índice de dependencia mayores;Población municipal;27,817853922452663;
Villanueva de Tapia;Índice de dependencia global;Población municipal;56,74778761061947;
Villanueva de Tapia;Índice de dependencia jóvenes;Población municipal;18,030973451327434;
Villanueva de Tapia;Índice de dependencia mayores;Población municipal;38,716814159292035;
Villanueva del Rosario;Índice de dependencia global;Población municipal;60,06711409395973;
Villanueva del Rosario;Índice de dependencia jóvenes;Población municipal;22,099712368168746;
Villanueva del Rosario;Índice de dependencia mayores;Población municipal;37,96740172579099;
Villanueva del Trabuco;Índice de dependencia global;Población municipal;51,01809954751131;
Villanueva del Trabuco;Índice de dependencia jóvenes;Población municipal;21,88914027149321;
Villanueva del Trabuco;Índice de dependencia mayores;Población municipal;29,1289592760181;
Viñuela;Índice de dependencia global;Población municipal;77,72151898734178;
Viñuela;Índice de dependencia jóvenes;Población municipal;19,324894514767934;
Viñuela;Índice de dependencia mayores;Población municipal;58,39662447257384;
Yunquera;Índice de dependencia global;Población municipal;51,03668261562998;
Yunquera;Índice de dependencia jóvenes;Población municipal;17,543859649122805;
Yunquera;Índice de dependencia mayores;Población municipal;33,49282296650718;
Aguadulce;Índice de dependencia global;Población municipal;57,882534775888715;
Aguadulce;Índice de dependencia jóvenes;Población municipal;27,43431221020093;
Aguadulce;Índice de dependencia mayores;Población municipal;30,44822256568779;
Alanís;Índice de dependencia global;Población municipal;50,26690391459074;
Alanís;Índice de dependencia jóvenes;Población municipal;18,772241992882563;
Alanís;Índice de dependencia mayores;Población municipal;31,494661921708182;
Albaida del Aljarafe;Índice de dependencia global;Población municipal;46,82395644283122;
Albaida del Aljarafe;Índice de dependencia jóvenes;Población municipal;30,263157894736842;
Albaida del Aljarafe;Índice de dependencia mayores;Población municipal;16,560798548094375;
Alcalá de Guadaíra;Índice de dependencia global;Población municipal;51,25017432709741;
Alcalá de Guadaíra;Índice de dependencia jóvenes;Población municipal;28,06765883688961;
Alcalá de Guadaíra;Índice de dependencia mayores;Población municipal;23,1825154902078;
Alcalá del Río;Índice de dependencia global;Población municipal;52,7536591416522;
Alcalá del Río;Índice de dependencia jóvenes;Población municipal;29,65765318779459;
Alcalá del Río;Índice de dependencia mayores;Población municipal;23,096005953857603;
Alcolea del Río;Índice de dependencia global;Población municipal;52,79445727482679;
Alcolea del Río;Índice de dependencia jóvenes;Población municipal;24,94226327944573;
Alcolea del Río;Índice de dependencia mayores;Población municipal;27,852193995381064;
Algámitas;Índice de dependencia global;Población municipal;53,24357405140759;
Algámitas;Índice de dependencia jóvenes;Población municipal;21,664626682986537;
Algámitas;Índice de dependencia mayores;Población municipal;31,57894736842105;
Almadén de la Plata;Índice de dependencia global;Población municipal;52,41379310344828;
Almadén de la Plata;Índice de dependencia jóvenes;Población municipal;15,517241379310345;
Almadén de la Plata;Índice de dependencia mayores;Población municipal;36,896551724137936;
Almensilla;Índice de dependencia global;Población municipal;46,52809502055733;
Almensilla;Índice de dependencia jóvenes;Población municipal;29,03152124257652;
Almensilla;Índice de dependencia mayores;Población municipal;17,496573777980814;
Arahal;Índice de dependencia global;Población municipal;52,80087870704535;
Arahal;Índice de dependencia jóvenes;Población municipal;26,855484073434805;
Arahal;Índice de dependencia mayores;Población municipal;25,945394633610547;
Aznalcázar;Índice de dependencia global;Población municipal;52,8178243774574;
Aznalcázar;Índice de dependencia jóvenes;Población municipal;28,604193971166445;
Aznalcázar;Índice de dependencia mayores;Población municipal;24,213630406290957;
Aznalcóllar;Índice de dependencia global;Población municipal;50,80280983442047;
Aznalcóllar;Índice de dependencia jóvenes;Población municipal;24,912192674360263;
Aznalcóllar;Índice de dependencia mayores;Población municipal;25,89061716006021;
Badolatosa;Índice de dependencia global;Población municipal;47,20908230842006;
Badolatosa;Índice de dependencia jóvenes;Población municipal;24,314096499526965;
Badolatosa;Índice de dependencia mayores;Población municipal;22,894985808893093;
Benacazón;Índice de dependencia global;Población municipal;52,09418628881017;
Benacazón;Índice de dependencia jóvenes;Población municipal;31,631589914565534;
Benacazón;Índice de dependencia mayores;Población municipal;20,462596374244633;
Bollullos de la Mitación;Índice de dependencia global;Población municipal;51,53082051979862;
Bollullos de la Mitación;Índice de dependencia jóvenes;Población municipal;32,42618043271193;
Bollullos de la Mitación;Índice de dependencia mayores;Población municipal;19,10464008708668;
Bormujos;Índice de dependencia global;Población municipal;45,43107898812597;
Bormujos;Índice de dependencia jóvenes;Población municipal;30,65307176045431;
Bormujos;Índice de dependencia mayores;Población municipal;14,778007227671658;
Brenes;Índice de dependencia global;Población municipal;49,391899870114536;
Brenes;Índice de dependencia jóvenes;Población municipal;26,095170622269453;
Brenes;Índice de dependencia mayores;Población municipal;23,296729247845082;
Burguillos;Índice de dependencia global;Población municipal;47,3021966304116;
Burguillos;Índice de dependencia jóvenes;Población municipal;30,41160162081467;
Burguillos;Índice de dependencia mayores;Población municipal;16,89059500959693;
Camas;Índice de dependencia global;Población municipal;52,44417286968115;
Camas;Índice de dependencia jóvenes;Población municipal;25,108321297633594;
Camas;Índice de dependencia mayores;Población municipal;27,33585157204755;
Cantillana;Índice de dependencia global;Población municipal;49,652004454342986;
Cantillana;Índice de dependencia jóvenes;Población municipal;25,77951002227171;
Cantillana;Índice de dependencia mayores;Población municipal;23,87249443207127;
Cañada Rosal;Índice de dependencia global;Población municipal;52,619692863595304;
Cañada Rosal;Índice de dependencia jóvenes;Población municipal;25,700090334236673;
Cañada Rosal;Índice de dependencia mayores;Población municipal;26,919602529358627;
Carmona;Índice de dependencia global;Población municipal;49,19995923359152;
Carmona;Índice de dependencia jóvenes;Población municipal;22,732368528332653;
Carmona;Índice de dependencia mayores;Población municipal;26,467590705258864;
Carrión de los Céspedes;Índice de dependencia global;Población municipal;52,047477744807125;
Carrión de los Céspedes;Índice de dependencia jóvenes;Población municipal;23,97626112759644;
Carrión de los Céspedes;Índice de dependencia mayores;Población municipal;28,07121661721068;
Casariche;Índice de dependencia global;Población municipal;50,70661390616167;
Casariche;Índice de dependencia jóvenes;Población municipal;23,544375353306954;
Casariche;Índice de dependencia mayores;Población municipal;27,162238552854724;
Castilblanco de los Arroyos;Índice de dependencia global;Población municipal;53,44932844932845;
Castilblanco de los Arroyos;Índice de dependencia jóvenes;Población municipal;22,1001221001221;
