Territorio;Tipo de centro de AP;Medida;Valor;
Constantina;Centro de salud;Número de centros;1;
Constantina;Consultorio local;Número de centros;-;
Constantina;Consultorio auxiliar;Número de centros;-;
Constantina;TOTAL;Número de centros;1;
Coria del Río;Centro de salud;Número de centros;2;
Coria del Río;Consultorio local;Número de centros;-;
Coria del Río;Consultorio auxiliar;Número de centros;-;
Coria del Río;TOTAL;Número de centros;2;
Coripe;Centro de salud;Número de centros;-;
Coripe;Consultorio local;Número de centros;1;
Coripe;Consultorio auxiliar;Número de centros;-;
Coripe;TOTAL;Número de centros;1;
Dos Hermanas;Centro de salud;Número de centros;7;
Dos Hermanas;Consultorio local;Número de centros;1;
Dos Hermanas;Consultorio auxiliar;Número de centros;-;
Dos Hermanas;TOTAL;Número de centros;8;
Écija;Centro de salud;Número de centros;2;
Écija;Consultorio local;Número de centros;-;
Écija;Consultorio auxiliar;Número de centros;2;
Écija;TOTAL;Número de centros;4;
El Castillo de las Guardas;Centro de salud;Número de centros;-;
El Castillo de las Guardas;Consultorio local;Número de centros;1;
El Castillo de las Guardas;Consultorio auxiliar;Número de centros;-;
El Castillo de las Guardas;TOTAL;Número de centros;1;
El Coronil;Centro de salud;Número de centros;-;
El Coronil;Consultorio local;Número de centros;1;
El Coronil;Consultorio auxiliar;Número de centros;-;
El Coronil;TOTAL;Número de centros;1;
El Cuervo de Sevilla;Centro de salud;Número de centros;1;
El Cuervo de Sevilla;Consultorio local;Número de centros;-;
El Cuervo de Sevilla;Consultorio auxiliar;Número de centros;-;
El Cuervo de Sevilla;TOTAL;Número de centros;1;
El Garrobo;Centro de salud;Número de centros;-;
El Garrobo;Consultorio local;Número de centros;1;
El Garrobo;Consultorio auxiliar;Número de centros;-;
El Garrobo;TOTAL;Número de centros;1;
El Madroño;Centro de salud;Número de centros;-;
El Madroño;Consultorio local;Número de centros;1;
El Madroño;Consultorio auxiliar;Número de centros;-;
El Madroño;TOTAL;Número de centros;1;
El Palmar de Troya;Centro de salud;Número de centros;-;
El Palmar de Troya;Consultorio local;Número de centros;1;
El Palmar de Troya;Consultorio auxiliar;Número de centros;-;
El Palmar de Troya;TOTAL;Número de centros;1;
El Pedroso;Centro de salud;Número de centros;-;
El Pedroso;Consultorio local;Número de centros;1;
El Pedroso;Consultorio auxiliar;Número de centros;-;
El Pedroso;TOTAL;Número de centros;1;
El Real de la Jara;Centro de salud;Número de centros;-;
El Real de la Jara;Consultorio local;Número de centros;1;
El Real de la Jara;Consultorio auxiliar;Número de centros;-;
El Real de la Jara;TOTAL;Número de centros;1;
El Ronquillo;Centro de salud;Número de centros;-;
El Ronquillo;Consultorio local;Número de centros;1;
El Ronquillo;Consultorio auxiliar;Número de centros;-;
El Ronquillo;TOTAL;Número de centros;1;
El Rubio;Centro de salud;Número de centros;-;
El Rubio;Consultorio local;Número de centros;1;
El Rubio;Consultorio auxiliar;Número de centros;-;
El Rubio;TOTAL;Número de centros;1;
El Saucejo;Centro de salud;Número de centros;1;
El Saucejo;Consultorio local;Número de centros;-;
El Saucejo;Consultorio auxiliar;Número de centros;-;
El Saucejo;TOTAL;Número de centros;1;
El Viso del Alcor;Centro de salud;Número de centros;1;
El Viso del Alcor;Consultorio local;Número de centros;-;
El Viso del Alcor;Consultorio auxiliar;Número de centros;-;
El Viso del Alcor;TOTAL;Número de centros;1;
Espartinas;Centro de salud;Número de centros;-;
Espartinas;Consultorio local;Número de centros;1;
Espartinas;Consultorio auxiliar;Número de centros;-;
Espartinas;TOTAL;Número de centros;1;
Estepa;Centro de salud;Número de centros;1;
Estepa;Consultorio local;Número de centros;-;
Estepa;Consultorio auxiliar;Número de centros;-;
Estepa;TOTAL;Número de centros;1;
Fuentes de Andalucía;Centro de salud;Número de centros;-;
Fuentes de Andalucía;Consultorio local;Número de centros;1;
Fuentes de Andalucía;Consultorio auxiliar;Número de centros;-;
Fuentes de Andalucía;TOTAL;Número de centros;1;
Gelves;Centro de salud;Número de centros;-;
Gelves;Consultorio local;Número de centros;1;
Gelves;Consultorio auxiliar;Número de centros;-;
Gelves;TOTAL;Número de centros;1;
Gerena;Centro de salud;Número de centros;-;
Gerena;Consultorio local;Número de centros;1;
Gerena;Consultorio auxiliar;Número de centros;-;
Gerena;TOTAL;Número de centros;1;
Gilena;Centro de salud;Número de centros;-;
Gilena;Consultorio local;Número de centros;1;
Gilena;Consultorio auxiliar;Número de centros;-;
Gilena;TOTAL;Número de centros;1;
Gines;Centro de salud;Número de centros;-;
Gines;Consultorio local;Número de centros;1;
Gines;Consultorio auxiliar;Número de centros;-;
Gines;TOTAL;Número de centros;1;
Guadalcanal;Centro de salud;Número de centros;-;
Guadalcanal;Consultorio local;Número de centros;1;
Guadalcanal;Consultorio auxiliar;Número de centros;-;
Guadalcanal;TOTAL;Número de centros;1;
Guillena;Centro de salud;Número de centros;1;
Guillena;Consultorio local;Número de centros;2;
Guillena;Consultorio auxiliar;Número de centros;-;
Guillena;TOTAL;Número de centros;3;
Herrera;Centro de salud;Número de centros;-;
Herrera;Consultorio local;Número de centros;1;
Herrera;Consultorio auxiliar;Número de centros;-;
Herrera;TOTAL;Número de centros;1;
Huévar del Aljarafe;Centro de salud;Número de centros;-;
Huévar del Aljarafe;Consultorio local;Número de centros;1;
Huévar del Aljarafe;Consultorio auxiliar;Número de centros;-;
Huévar del Aljarafe;TOTAL;Número de centros;1;
Isla Mayor;Centro de salud;Número de centros;-;
Isla Mayor;Consultorio local;Número de centros;2;
Isla Mayor;Consultorio auxiliar;Número de centros;-;
Isla Mayor;TOTAL;Número de centros;2;
La Algaba;Centro de salud;Número de centros;1;
La Algaba;Consultorio local;Número de centros;-;
La Algaba;Consultorio auxiliar;Número de centros;-;
La Algaba;TOTAL;Número de centros;1;
La Campana;Centro de salud;Número de centros;-;
La Campana;Consultorio local;Número de centros;1;
La Campana;Consultorio auxiliar;Número de centros;-;
La Campana;TOTAL;Número de centros;1;
La Luisiana;Centro de salud;Número de centros;1;
La Luisiana;Consultorio local;Número de centros;1;
La Luisiana;Consultorio auxiliar;Número de centros;-;
La Luisiana;TOTAL;Número de centros;2;
La Puebla de Cazalla;Centro de salud;Número de centros;1;
La Puebla de Cazalla;Consultorio local;Número de centros;-;
La Puebla de Cazalla;Consultorio auxiliar;Número de centros;-;
La Puebla de Cazalla;TOTAL;Número de centros;1;
La Puebla de los Infantes;Centro de salud;Número de centros;-;
La Puebla de los Infantes;Consultorio local;Número de centros;1;
La Puebla de los Infantes;Consultorio auxiliar;Número de centros;-;
La Puebla de los Infantes;TOTAL;Número de centros;1;
La Puebla del Río;Centro de salud;Número de centros;-;
La Puebla del Río;Consultorio local;Número de centros;1;
La Puebla del Río;Consultorio auxiliar;Número de centros;-;
La Puebla del Río;TOTAL;Número de centros;1;
La Rinconada;Centro de salud;Número de centros;3;
La Rinconada;Consultorio local;Número de centros;-;
La Rinconada;Consultorio auxiliar;Número de centros;-;
La Rinconada;TOTAL;Número de centros;3;
La Roda de Andalucía;Centro de salud;Número de centros;-;
La Roda de Andalucía;Consultorio local;Número de centros;1;
La Roda de Andalucía;Consultorio auxiliar;Número de centros;-;
La Roda de Andalucía;TOTAL;Número de centros;1;
Lantejuela;Centro de salud;Número de centros;-;
Lantejuela;Consultorio local;Número de centros;1;
Lantejuela;Consultorio auxiliar;Número de centros;-;
Lantejuela;TOTAL;Número de centros;1;
Las Cabezas de San Juan;Centro de salud;Número de centros;1;
Las Cabezas de San Juan;Consultorio local;Número de centros;1;
Las Cabezas de San Juan;Consultorio auxiliar;Número de centros;-;
Las Cabezas de San Juan;TOTAL;Número de centros;2;
Las Navas de la Concepción;Centro de salud;Número de centros;-;
Las Navas de la Concepción;Consultorio local;Número de centros;1;
Las Navas de la Concepción;Consultorio auxiliar;Número de centros;-;
Las Navas de la Concepción;TOTAL;Número de centros;1;
Lebrija;Centro de salud;Número de centros;1;
Lebrija;Consultorio local;Número de centros;-;
Lebrija;Consultorio auxiliar;Número de centros;-;
Lebrija;TOTAL;Número de centros;1;
Lora de Estepa;Centro de salud;Número de centros;-;
Lora de Estepa;Consultorio local;Número de centros;1;
Lora de Estepa;Consultorio auxiliar;Número de centros;-;
Lora de Estepa;TOTAL;Número de centros;1;
Lora del Río;Centro de salud;Número de centros;1;
Lora del Río;Consultorio local;Número de centros;1;
Lora del Río;Consultorio auxiliar;Número de centros;-;
Lora del Río;TOTAL;Número de centros;2;
Los Corrales;Centro de salud;Número de centros;-;
Los Corrales;Consultorio local;Número de centros;1;
Los Corrales;Consultorio auxiliar;Número de centros;-;
Los Corrales;TOTAL;Número de centros;1;
Los Molares;Centro de salud;Número de centros;-;
Los Molares;Consultorio local;Número de centros;1;
Los Molares;Consultorio auxiliar;Número de centros;-;
Los Molares;TOTAL;Número de centros;1;
Los Palacios y Villafranca;Centro de salud;Número de centros;2;
Los Palacios y Villafranca;Consultorio local;Número de centros;2;
Los Palacios y Villafranca;Consultorio auxiliar;Número de centros;1;
Los Palacios y Villafranca;TOTAL;Número de centros;5;
Mairena del Alcor;Centro de salud;Número de centros;1;
Mairena del Alcor;Consultorio local;Número de centros;-;
Mairena del Alcor;Consultorio auxiliar;Número de centros;-;
Mairena del Alcor;TOTAL;Número de centros;1;
Mairena del Aljarafe;Centro de salud;Número de centros;2;
Mairena del Aljarafe;Consultorio local;Número de centros;-;
Mairena del Aljarafe;Consultorio auxiliar;Número de centros;-;
Mairena del Aljarafe;TOTAL;Número de centros;2;
Marchena;Centro de salud;Número de centros;1;
Marchena;Consultorio local;Número de centros;-;
Marchena;Consultorio auxiliar;Número de centros;-;
Marchena;TOTAL;Número de centros;1;
Marinaleda;Centro de salud;Número de centros;-;
Marinaleda;Consultorio local;Número de centros;2;
Marinaleda;Consultorio auxiliar;Número de centros;-;
Marinaleda;TOTAL;Número de centros;2;
Martín de la Jara;Centro de salud;Número de centros;-;
Martín de la Jara;Consultorio local;Número de centros;1;
Martín de la Jara;Consultorio auxiliar;Número de centros;-;
Martín de la Jara;TOTAL;Número de centros;1;
Montellano;Centro de salud;Número de centros;1;
Montellano;Consultorio local;Número de centros;-;
Montellano;Consultorio auxiliar;Número de centros;-;
Montellano;TOTAL;Número de centros;1;
Morón de la Frontera;Centro de salud;Número de centros;2;
Morón de la Frontera;Consultorio local;Número de centros;-;
Morón de la Frontera;Consultorio auxiliar;Número de centros;-;
Morón de la Frontera;TOTAL;Número de centros;2;
Olivares;Centro de salud;Número de centros;1;
Olivares;Consultorio local;Número de centros;-;
Olivares;Consultorio auxiliar;Número de centros;-;
Olivares;TOTAL;Número de centros;1;
Osuna;Centro de salud;Número de centros;1;
Osuna;Consultorio local;Número de centros;-;
Osuna;Consultorio auxiliar;Número de centros;1;
Osuna;TOTAL;Número de centros;2;
Palomares del Río;Centro de salud;Número de centros;-;
Palomares del Río;Consultorio local;Número de centros;1;
Palomares del Río;Consultorio auxiliar;Número de centros;-;
Palomares del Río;TOTAL;Número de centros;1;
Paradas;Centro de salud;Número de centros;-;
Paradas;Consultorio local;Número de centros;1;
Paradas;Consultorio auxiliar;Número de centros;-;
Paradas;TOTAL;Número de centros;1;
Pedrera;Centro de salud;Número de centros;-;
Pedrera;Consultorio local;Número de centros;1;
Pedrera;Consultorio auxiliar;Número de centros;-;
Pedrera;TOTAL;Número de centros;1;
Peñaflor;Centro de salud;Número de centros;-;
Peñaflor;Consultorio local;Número de centros;1;
Peñaflor;Consultorio auxiliar;Número de centros;-;
Peñaflor;TOTAL;Número de centros;1;
Pilas;Centro de salud;Número de centros;1;
Pilas;Consultorio local;Número de centros;-;
Pilas;Consultorio auxiliar;Número de centros;-;
Pilas;TOTAL;Número de centros;1;
Pruna;Centro de salud;Número de centros;-;
Pruna;Consultorio local;Número de centros;1;
Pruna;Consultorio auxiliar;Número de centros;-;
Pruna;TOTAL;Número de centros;1;
Salteras;Centro de salud;Número de centros;-;
Salteras;Consultorio local;Número de centros;1;
Salteras;Consultorio auxiliar;Número de centros;-;
Salteras;TOTAL;Número de centros;1;
San Juan de Aznalfarache;Centro de salud;Número de centros;1;
San Juan de Aznalfarache;Consultorio local;Número de centros;-;
San Juan de Aznalfarache;Consultorio auxiliar;Número de centros;-;
San Juan de Aznalfarache;TOTAL;Número de centros;1;
San Nicolás del Puerto;Centro de salud;Número de centros;-;
San Nicolás del Puerto;Consultorio local;Número de centros;1;
San Nicolás del Puerto;Consultorio auxiliar;Número de centros;1;
San Nicolás del Puerto;TOTAL;Número de centros;2;
Sanlúcar la Mayor;Centro de salud;Número de centros;1;
Sanlúcar la Mayor;Consultorio local;Número de centros;-;
Sanlúcar la Mayor;Consultorio auxiliar;Número de centros;-;
Sanlúcar la Mayor;TOTAL;Número de centros;1;
Santiponce;Centro de salud;Número de centros;-;
Santiponce;Consultorio local;Número de centros;1;
Santiponce;Consultorio auxiliar;Número de centros;-;
Santiponce;TOTAL;Número de centros;1;
Sevilla (capital);Centro de salud;Número de centros;31;
Sevilla (capital);Consultorio local;Número de centros;3;
Sevilla (capital);Consultorio auxiliar;Número de centros;1;
Sevilla (capital);TOTAL;Número de centros;35;
Tocina;Centro de salud;Número de centros;-;
Tocina;Consultorio local;Número de centros;2;
Tocina;Consultorio auxiliar;Número de centros;-;
Tocina;TOTAL;Número de centros;2;
Tomares;Centro de salud;Número de centros;1;
Tomares;Consultorio local;Número de centros;-;
Tomares;Consultorio auxiliar;Número de centros;-;
Tomares;TOTAL;Número de centros;1;
Umbrete;Centro de salud;Número de centros;-;
Umbrete;Consultorio local;Número de centros;1;
Umbrete;Consultorio auxiliar;Número de centros;-;
Umbrete;TOTAL;Número de centros;1;
Utrera;Centro de salud;Número de centros;2;
Utrera;Consultorio local;Número de centros;2;
Utrera;Consultorio auxiliar;Número de centros;1;
Utrera;TOTAL;Número de centros;5;
Valencina de la Concepción;Centro de salud;Número de centros;-;
Valencina de la Concepción;Consultorio local;Número de centros;1;
Valencina de la Concepción;Consultorio auxiliar;Número de centros;-;
Valencina de la Concepción;TOTAL;Número de centros;1;
Villamanrique de la Condesa;Centro de salud;Número de centros;-;
Villamanrique de la Condesa;Consultorio local;Número de centros;1;
Villamanrique de la Condesa;Consultorio auxiliar;Número de centros;-;
Villamanrique de la Condesa;TOTAL;Número de centros;1;
Villanueva de San Juan;Centro de salud;Número de centros;-;
Villanueva de San Juan;Consultorio local;Número de centros;1;
Villanueva de San Juan;Consultorio auxiliar;Número de centros;-;
Villanueva de San Juan;TOTAL;Número de centros;1;
Villanueva del Ariscal;Centro de salud;Número de centros;-;
Villanueva del Ariscal;Consultorio local;Número de centros;1;
Villanueva del Ariscal;Consultorio auxiliar;Número de centros;-;
Villanueva del Ariscal;TOTAL;Número de centros;1;
Villanueva del Río y Minas;Centro de salud;Número de centros;-;
Villanueva del Río y Minas;Consultorio local;Número de centros;1;
Villanueva del Río y Minas;Consultorio auxiliar;Número de centros;1;
Villanueva del Río y Minas;TOTAL;Número de centros;2;
Villaverde del Río;Centro de salud;Número de centros;-;
Villaverde del Río;Consultorio local;Número de centros;1;
Villaverde del Río;Consultorio auxiliar;Número de centros;-;
Villaverde del Río;TOTAL;Número de centros;1;

          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
