Territorio;Tipología de servicios sociales;Medida;Valor;
Brenes;Personas de etnia gitana;Nº de centros;-;
Brenes;Menores del sistema de protección;Nº de centros;-;
Brenes;TOTAL;Nº de centros;6;
Burguillos;Población general;Nº de centros;-;
Burguillos;Personas mayores;Nº de centros;2;
Burguillos;Mujeres;Nº de centros;-;
Burguillos;Personas con discapacidad;Nº de centros;-;
Burguillos;Personas con enfermedad mental;Nº de centros;-;
Burguillos;Personas con adicciones;Nº de centros;-;
Burguillos;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Burguillos;Personas de etnia gitana;Nº de centros;-;
Burguillos;Menores del sistema de protección;Nº de centros;-;
Burguillos;TOTAL;Nº de centros;2;
Camas;Población general;Nº de centros;1;
Camas;Personas mayores;Nº de centros;5;
Camas;Mujeres;Nº de centros;1;
Camas;Personas con discapacidad;Nº de centros;-;
Camas;Personas con enfermedad mental;Nº de centros;-;
Camas;Personas con adicciones;Nº de centros;1;
Camas;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Camas;Personas de etnia gitana;Nº de centros;-;
Camas;Menores del sistema de protección;Nº de centros;-;
Camas;TOTAL;Nº de centros;9;
Cantillana;Población general;Nº de centros;1;
Cantillana;Personas mayores;Nº de centros;2;
Cantillana;Mujeres;Nº de centros;-;
Cantillana;Personas con discapacidad;Nº de centros;2;
Cantillana;Personas con enfermedad mental;Nº de centros;1;
Cantillana;Personas con adicciones;Nº de centros;1;
Cantillana;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cantillana;Personas de etnia gitana;Nº de centros;-;
Cantillana;Menores del sistema de protección;Nº de centros;-;
Cantillana;TOTAL;Nº de centros;7;
Cañada Rosal;Población general;Nº de centros;1;
Cañada Rosal;Personas mayores;Nº de centros;1;
Cañada Rosal;Mujeres;Nº de centros;-;
Cañada Rosal;Personas con discapacidad;Nº de centros;-;
Cañada Rosal;Personas con enfermedad mental;Nº de centros;-;
Cañada Rosal;Personas con adicciones;Nº de centros;-;
Cañada Rosal;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cañada Rosal;Personas de etnia gitana;Nº de centros;-;
Cañada Rosal;Menores del sistema de protección;Nº de centros;-;
Cañada Rosal;TOTAL;Nº de centros;2;
Carmona;Población general;Nº de centros;1;
Carmona;Personas mayores;Nº de centros;10;
Carmona;Mujeres;Nº de centros;1;
Carmona;Personas con discapacidad;Nº de centros;1;
Carmona;Personas con enfermedad mental;Nº de centros;1;
Carmona;Personas con adicciones;Nº de centros;1;
Carmona;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Carmona;Personas de etnia gitana;Nº de centros;-;
Carmona;Menores del sistema de protección;Nº de centros;-;
Carmona;TOTAL;Nº de centros;15;
Carrión de los Céspedes;Población general;Nº de centros;-;
Carrión de los Céspedes;Personas mayores;Nº de centros;2;
Carrión de los Céspedes;Mujeres;Nº de centros;-;
Carrión de los Céspedes;Personas con discapacidad;Nº de centros;-;
Carrión de los Céspedes;Personas con enfermedad mental;Nº de centros;-;
Carrión de los Céspedes;Personas con adicciones;Nº de centros;-;
Carrión de los Céspedes;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Carrión de los Céspedes;Personas de etnia gitana;Nº de centros;-;
Carrión de los Céspedes;Menores del sistema de protección;Nº de centros;-;
Carrión de los Céspedes;TOTAL;Nº de centros;2;
Casariche;Población general;Nº de centros;-;
Casariche;Personas mayores;Nº de centros;1;
Casariche;Mujeres;Nº de centros;-;
Casariche;Personas con discapacidad;Nº de centros;-;
Casariche;Personas con enfermedad mental;Nº de centros;-;
Casariche;Personas con adicciones;Nº de centros;-;
Casariche;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Casariche;Personas de etnia gitana;Nº de centros;-;
Casariche;Menores del sistema de protección;Nº de centros;-;
Casariche;TOTAL;Nº de centros;1;
Castilblanco de los Arroyos;Población general;Nº de centros;1;
Castilblanco de los Arroyos;Personas mayores;Nº de centros;3;
Castilblanco de los Arroyos;Mujeres;Nº de centros;1;
Castilblanco de los Arroyos;Personas con discapacidad;Nº de centros;1;
Castilblanco de los Arroyos;Personas con enfermedad mental;Nº de centros;-;
Castilblanco de los Arroyos;Personas con adicciones;Nº de centros;-;
Castilblanco de los Arroyos;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Castilblanco de los Arroyos;Personas de etnia gitana;Nº de centros;-;
Castilblanco de los Arroyos;Menores del sistema de protección;Nº de centros;-;
Castilblanco de los Arroyos;TOTAL;Nº de centros;6;
Castilleja de Guzmán;Población general;Nº de centros;-;
Castilleja de Guzmán;Personas mayores;Nº de centros;1;
Castilleja de Guzmán;Mujeres;Nº de centros;-;
Castilleja de Guzmán;Personas con discapacidad;Nº de centros;-;
Castilleja de Guzmán;Personas con enfermedad mental;Nº de centros;-;
Castilleja de Guzmán;Personas con adicciones;Nº de centros;-;
Castilleja de Guzmán;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Castilleja de Guzmán;Personas de etnia gitana;Nº de centros;-;
Castilleja de Guzmán;Menores del sistema de protección;Nº de centros;-;
Castilleja de Guzmán;TOTAL;Nº de centros;1;
Castilleja de la Cuesta;Población general;Nº de centros;1;
Castilleja de la Cuesta;Personas mayores;Nº de centros;4;
Castilleja de la Cuesta;Mujeres;Nº de centros;1;
Castilleja de la Cuesta;Personas con discapacidad;Nº de centros;2;
Castilleja de la Cuesta;Personas con enfermedad mental;Nº de centros;-;
Castilleja de la Cuesta;Personas con adicciones;Nº de centros;-;
Castilleja de la Cuesta;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Castilleja de la Cuesta;Personas de etnia gitana;Nº de centros;-;
Castilleja de la Cuesta;Menores del sistema de protección;Nº de centros;-;
Castilleja de la Cuesta;TOTAL;Nº de centros;8;
Cazalla de la Sierra;Población general;Nº de centros;1;
Cazalla de la Sierra;Personas mayores;Nº de centros;1;
Cazalla de la Sierra;Mujeres;Nº de centros;1;
Cazalla de la Sierra;Personas con discapacidad;Nº de centros;-;
Cazalla de la Sierra;Personas con enfermedad mental;Nº de centros;-;
Cazalla de la Sierra;Personas con adicciones;Nº de centros;-;
Cazalla de la Sierra;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cazalla de la Sierra;Personas de etnia gitana;Nº de centros;-;
Cazalla de la Sierra;Menores del sistema de protección;Nº de centros;-;
Cazalla de la Sierra;TOTAL;Nº de centros;3;
Constantina;Población general;Nº de centros;1;
Constantina;Personas mayores;Nº de centros;2;
Constantina;Mujeres;Nº de centros;1;
Constantina;Personas con discapacidad;Nº de centros;1;
Constantina;Personas con enfermedad mental;Nº de centros;-;
Constantina;Personas con adicciones;Nº de centros;-;
Constantina;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Constantina;Personas de etnia gitana;Nº de centros;-;
Constantina;Menores del sistema de protección;Nº de centros;-;
Constantina;TOTAL;Nº de centros;5;
Coria del Río;Población general;Nº de centros;1;
Coria del Río;Personas mayores;Nº de centros;3;
Coria del Río;Mujeres;Nº de centros;1;
Coria del Río;Personas con discapacidad;Nº de centros;1;
Coria del Río;Personas con enfermedad mental;Nº de centros;1;
Coria del Río;Personas con adicciones;Nº de centros;1;
Coria del Río;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Coria del Río;Personas de etnia gitana;Nº de centros;-;
Coria del Río;Menores del sistema de protección;Nº de centros;-;
Coria del Río;TOTAL;Nº de centros;8;
Coripe;Población general;Nº de centros;-;
Coripe;Personas mayores;Nº de centros;1;
Coripe;Mujeres;Nº de centros;-;
Coripe;Personas con discapacidad;Nº de centros;-;
Coripe;Personas con enfermedad mental;Nº de centros;-;
Coripe;Personas con adicciones;Nº de centros;-;
Coripe;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Coripe;Personas de etnia gitana;Nº de centros;-;
Coripe;Menores del sistema de protección;Nº de centros;-;
Coripe;TOTAL;Nº de centros;1;
Dos Hermanas;Población general;Nº de centros;1;
Dos Hermanas;Personas mayores;Nº de centros;13;
Dos Hermanas;Mujeres;Nº de centros;1;
Dos Hermanas;Personas con discapacidad;Nº de centros;8;
Dos Hermanas;Personas con enfermedad mental;Nº de centros;-;
Dos Hermanas;Personas con adicciones;Nº de centros;2;
Dos Hermanas;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Dos Hermanas;Personas de etnia gitana;Nº de centros;-;
Dos Hermanas;Menores del sistema de protección;Nº de centros;-;
Dos Hermanas;TOTAL;Nº de centros;26;
Écija;Población general;Nº de centros;1;
Écija;Personas mayores;Nº de centros;5;
Écija;Mujeres;Nº de centros;1;
Écija;Personas con discapacidad;Nº de centros;5;
Écija;Personas con enfermedad mental;Nº de centros;1;
Écija;Personas con adicciones;Nº de centros;1;
Écija;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Écija;Personas de etnia gitana;Nº de centros;-;
Écija;Menores del sistema de protección;Nº de centros;-;
Écija;TOTAL;Nº de centros;14;
El Castillo de las Guardas;Población general;Nº de centros;-;
El Castillo de las Guardas;Personas mayores;Nº de centros;1;
El Castillo de las Guardas;Mujeres;Nº de centros;-;
El Castillo de las Guardas;Personas con discapacidad;Nº de centros;-;
El Castillo de las Guardas;Personas con enfermedad mental;Nº de centros;-;
El Castillo de las Guardas;Personas con adicciones;Nº de centros;-;
El Castillo de las Guardas;Personas en situación o riesgo de exclusión social;Nº de centros;1;
El Castillo de las Guardas;Personas de etnia gitana;Nº de centros;-;
El Castillo de las Guardas;Menores del sistema de protección;Nº de centros;-;
El Castillo de las Guardas;TOTAL;Nº de centros;2;
El Coronil;Población general;Nº de centros;1;
El Coronil;Personas mayores;Nº de centros;2;
El Coronil;Mujeres;Nº de centros;-;
El Coronil;Personas con discapacidad;Nº de centros;-;
El Coronil;Personas con enfermedad mental;Nº de centros;-;
El Coronil;Personas con adicciones;Nº de centros;-;
El Coronil;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Coronil;Personas de etnia gitana;Nº de centros;-;
El Coronil;Menores del sistema de protección;Nº de centros;-;
El Coronil;TOTAL;Nº de centros;3;
El Cuervo de Sevilla;Población general;Nº de centros;1;
El Cuervo de Sevilla;Personas mayores;Nº de centros;3;
El Cuervo de Sevilla;Mujeres;Nº de centros;1;
El Cuervo de Sevilla;Personas con discapacidad;Nº de centros;1;
El Cuervo de Sevilla;Personas con enfermedad mental;Nº de centros;-;
El Cuervo de Sevilla;Personas con adicciones;Nº de centros;-;
El Cuervo de Sevilla;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Cuervo de Sevilla;Personas de etnia gitana;Nº de centros;-;
El Cuervo de Sevilla;Menores del sistema de protección;Nº de centros;-;
El Cuervo de Sevilla;TOTAL;Nº de centros;6;
El Real de la Jara;Población general;Nº de centros;-;
El Real de la Jara;Personas mayores;Nº de centros;2;
El Real de la Jara;Mujeres;Nº de centros;-;
El Real de la Jara;Personas con discapacidad;Nº de centros;-;
El Real de la Jara;Personas con enfermedad mental;Nº de centros;-;
El Real de la Jara;Personas con adicciones;Nº de centros;-;
El Real de la Jara;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Real de la Jara;Personas de etnia gitana;Nº de centros;-;
El Real de la Jara;Menores del sistema de protección;Nº de centros;-;
El Real de la Jara;TOTAL;Nº de centros;2;
El Ronquillo;Población general;Nº de centros;1;
El Ronquillo;Personas mayores;Nº de centros;2;
El Ronquillo;Mujeres;Nº de centros;-;
El Ronquillo;Personas con discapacidad;Nº de centros;-;
El Ronquillo;Personas con enfermedad mental;Nº de centros;-;
El Ronquillo;Personas con adicciones;Nº de centros;-;
El Ronquillo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Ronquillo;Personas de etnia gitana;Nº de centros;-;
El Ronquillo;Menores del sistema de protección;Nº de centros;-;
El Ronquillo;TOTAL;Nº de centros;3;
El Rubio;Población general;Nº de centros;-;
El Rubio;Personas mayores;Nº de centros;1;
El Rubio;Mujeres;Nº de centros;-;
El Rubio;Personas con discapacidad;Nº de centros;-;
El Rubio;Personas con enfermedad mental;Nº de centros;-;
El Rubio;Personas con adicciones;Nº de centros;-;
El Rubio;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Rubio;Personas de etnia gitana;Nº de centros;-;
El Rubio;Menores del sistema de protección;Nº de centros;-;
El Rubio;TOTAL;Nº de centros;1;
El Saucejo;Población general;Nº de centros;-;
El Saucejo;Personas mayores;Nº de centros;3;
El Saucejo;Mujeres;Nº de centros;-;
El Saucejo;Personas con discapacidad;Nº de centros;-;
El Saucejo;Personas con enfermedad mental;Nº de centros;-;
El Saucejo;Personas con adicciones;Nº de centros;-;
El Saucejo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Saucejo;Personas de etnia gitana;Nº de centros;-;
El Saucejo;Menores del sistema de protección;Nº de centros;-;
El Saucejo;TOTAL;Nº de centros;3;
El Viso del Alcor;Población general;Nº de centros;1;
El Viso del Alcor;Personas mayores;Nº de centros;3;
El Viso del Alcor;Mujeres;Nº de centros;1;
El Viso del Alcor;Personas con discapacidad;Nº de centros;3;
El Viso del Alcor;Personas con enfermedad mental;Nº de centros;-;
El Viso del Alcor;Personas con adicciones;Nº de centros;-;
El Viso del Alcor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Viso del Alcor;Personas de etnia gitana;Nº de centros;-;
El Viso del Alcor;Menores del sistema de protección;Nº de centros;-;
El Viso del Alcor;TOTAL;Nº de centros;8;
Espartinas;Población general;Nº de centros;-;
Espartinas;Personas mayores;Nº de centros;6;
Espartinas;Mujeres;Nº de centros;-;
Espartinas;Personas con discapacidad;Nº de centros;-;
Espartinas;Personas con enfermedad mental;Nº de centros;-;
Espartinas;Personas con adicciones;Nº de centros;-;
Espartinas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Espartinas;Personas de etnia gitana;Nº de centros;-;
Espartinas;Menores del sistema de protección;Nº de centros;-;
Espartinas;TOTAL;Nº de centros;6;
Estepa;Población general;Nº de centros;1;
Estepa;Personas mayores;Nº de centros;2;
Estepa;Mujeres;Nº de centros;1;
Estepa;Personas con discapacidad;Nº de centros;1;
Estepa;Personas con enfermedad mental;Nº de centros;-;
Estepa;Personas con adicciones;Nº de centros;-;
Estepa;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Estepa;Personas de etnia gitana;Nº de centros;-;
Estepa;Menores del sistema de protección;Nº de centros;-;
Estepa;TOTAL;Nº de centros;5;
Fuentes de Andalucía;Población general;Nº de centros;1;
Fuentes de Andalucía;Personas mayores;Nº de centros;2;
Fuentes de Andalucía;Mujeres;Nº de centros;1;
Fuentes de Andalucía;Personas con discapacidad;Nº de centros;-;
Fuentes de Andalucía;Personas con enfermedad mental;Nº de centros;-;
Fuentes de Andalucía;Personas con adicciones;Nº de centros;-;
Fuentes de Andalucía;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Fuentes de Andalucía;Personas de etnia gitana;Nº de centros;-;
Fuentes de Andalucía;Menores del sistema de protección;Nº de centros;-;
Fuentes de Andalucía;TOTAL;Nº de centros;4;
Gelves;Población general;Nº de centros;1;
Gelves;Personas mayores;Nº de centros;-;
Gelves;Mujeres;Nº de centros;1;
Gelves;Personas con discapacidad;Nº de centros;-;
Gelves;Personas con enfermedad mental;Nº de centros;-;
Gelves;Personas con adicciones;Nº de centros;-;
Gelves;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gelves;Personas de etnia gitana;Nº de centros;-;
Gelves;Menores del sistema de protección;Nº de centros;-;
Gelves;TOTAL;Nº de centros;2;
Gerena;Población general;Nº de centros;1;
Gerena;Personas mayores;Nº de centros;2;
Gerena;Mujeres;Nº de centros;1;
Gerena;Personas con discapacidad;Nº de centros;-;
Gerena;Personas con enfermedad mental;Nº de centros;-;
Gerena;Personas con adicciones;Nº de centros;-;
Gerena;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gerena;Personas de etnia gitana;Nº de centros;-;
Gerena;Menores del sistema de protección;Nº de centros;-;
Gerena;TOTAL;Nº de centros;4;
Gilena;Población general;Nº de centros;-;
Gilena;Personas mayores;Nº de centros;1;
Gilena;Mujeres;Nº de centros;-;
Gilena;Personas con discapacidad;Nº de centros;-;
Gilena;Personas con enfermedad mental;Nº de centros;-;
Gilena;Personas con adicciones;Nº de centros;-;
Gilena;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gilena;Personas de etnia gitana;Nº de centros;-;
Gilena;Menores del sistema de protección;Nº de centros;-;
Gilena;TOTAL;Nº de centros;1;
Gines;Población general;Nº de centros;1;
Gines;Personas mayores;Nº de centros;4;
Gines;Mujeres;Nº de centros;1;
Gines;Personas con discapacidad;Nº de centros;1;
Gines;Personas con enfermedad mental;Nº de centros;-;
Gines;Personas con adicciones;Nº de centros;-;
Gines;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gines;Personas de etnia gitana;Nº de centros;-;
Gines;Menores del sistema de protección;Nº de centros;-;
Gines;TOTAL;Nº de centros;7;
Guadalcanal;Población general;Nº de centros;-;
Guadalcanal;Personas mayores;Nº de centros;2;
Guadalcanal;Mujeres;Nº de centros;-;
Guadalcanal;Personas con discapacidad;Nº de centros;-;
Guadalcanal;Personas con enfermedad mental;Nº de centros;-;
Guadalcanal;Personas con adicciones;Nº de centros;-;
Guadalcanal;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Guadalcanal;Personas de etnia gitana;Nº de centros;-;
Guadalcanal;Menores del sistema de protección;Nº de centros;-;
Guadalcanal;TOTAL;Nº de centros;2;
Guillena;Población general;Nº de centros;1;
Guillena;Personas mayores;Nº de centros;3;
Guillena;Mujeres;Nº de centros;-;
Guillena;Personas con discapacidad;Nº de centros;-;
Guillena;Personas con enfermedad mental;Nº de centros;-;
Guillena;Personas con adicciones;Nº de centros;1;
Guillena;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Guillena;Personas de etnia gitana;Nº de centros;-;
Guillena;Menores del sistema de protección;Nº de centros;-;
Guillena;TOTAL;Nº de centros;5;
Herrera;Población general;Nº de centros;-;
Herrera;Personas mayores;Nº de centros;3;
Herrera;Mujeres;Nº de centros;-;
Herrera;Personas con discapacidad;Nº de centros;-;
Herrera;Personas con enfermedad mental;Nº de centros;-;
Herrera;Personas con adicciones;Nº de centros;-;
Herrera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Herrera;Personas de etnia gitana;Nº de centros;-;
Herrera;Menores del sistema de protección;Nº de centros;-;
Herrera;TOTAL;Nº de centros;3;
Huévar del Aljarafe;Población general;Nº de centros;-;
Huévar del Aljarafe;Personas mayores;Nº de centros;1;
Huévar del Aljarafe;Mujeres;Nº de centros;-;
Huévar del Aljarafe;Personas con discapacidad;Nº de centros;-;
Huévar del Aljarafe;Personas con enfermedad mental;Nº de centros;-;
Huévar del Aljarafe;Personas con adicciones;Nº de centros;-;
Huévar del Aljarafe;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huévar del Aljarafe;Personas de etnia gitana;Nº de centros;-;
Huévar del Aljarafe;Menores del sistema de protección;Nº de centros;-;
Huévar del Aljarafe;TOTAL;Nº de centros;1;
Isla Mayor;Población general;Nº de centros;-;
Isla Mayor;Personas mayores;Nº de centros;-;
Isla Mayor;Mujeres;Nº de centros;1;
Isla Mayor;Personas con discapacidad;Nº de centros;-;
Isla Mayor;Personas con enfermedad mental;Nº de centros;-;
Isla Mayor;Personas con adicciones;Nº de centros;-;
Isla Mayor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Isla Mayor;Personas de etnia gitana;Nº de centros;-;
Isla Mayor;Menores del sistema de protección;Nº de centros;-;
Isla Mayor;TOTAL;Nº de centros;1;
La Algaba;Población general;Nº de centros;1;
La Algaba;Personas mayores;Nº de centros;3;
La Algaba;Mujeres;Nº de centros;1;
La Algaba;Personas con discapacidad;Nº de centros;-;
La Algaba;Personas con enfermedad mental;Nº de centros;-;
La Algaba;Personas con adicciones;Nº de centros;-;
La Algaba;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Algaba;Personas de etnia gitana;Nº de centros;-;
La Algaba;Menores del sistema de protección;Nº de centros;-;
La Algaba;TOTAL;Nº de centros;5;
La Campana;Población general;Nº de centros;1;
La Campana;Personas mayores;Nº de centros;3;
La Campana;Mujeres;Nº de centros;-;
La Campana;Personas con discapacidad;Nº de centros;-;
La Campana;Personas con enfermedad mental;Nº de centros;-;
La Campana;Personas con adicciones;Nº de centros;-;
La Campana;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Campana;Personas de etnia gitana;Nº de centros;-;
La Campana;Menores del sistema de protección;Nº de centros;-;
La Campana;TOTAL;Nº de centros;4;
La Luisiana;Población general;Nº de centros;-;
La Luisiana;Personas mayores;Nº de centros;1;
La Luisiana;Mujeres;Nº de centros;-;
La Luisiana;Personas con discapacidad;Nº de centros;-;
La Luisiana;Personas con enfermedad mental;Nº de centros;-;
La Luisiana;Personas con adicciones;Nº de centros;-;
La Luisiana;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Luisiana;Personas de etnia gitana;Nº de centros;-;
La Luisiana;Menores del sistema de protección;Nº de centros;-;
La Luisiana;TOTAL;Nº de centros;1;
La Puebla de Cazalla;Población general;Nº de centros;1;
La Puebla de Cazalla;Personas mayores;Nº de centros;5;
La Puebla de Cazalla;Mujeres;Nº de centros;1;
La Puebla de Cazalla;Personas con discapacidad;Nº de centros;1;
La Puebla de Cazalla;Personas con enfermedad mental;Nº de centros;-;
La Puebla de Cazalla;Personas con adicciones;Nº de centros;-;
La Puebla de Cazalla;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Puebla de Cazalla;Personas de etnia gitana;Nº de centros;-;
La Puebla de Cazalla;Menores del sistema de protección;Nº de centros;-;
La Puebla de Cazalla;TOTAL;Nº de centros;8;
La Puebla de los Infantes;Población general;Nº de centros;-;
La Puebla de los Infantes;Personas mayores;Nº de centros;2;
La Puebla de los Infantes;Mujeres;Nº de centros;-;
La Puebla de los Infantes;Personas con discapacidad;Nº de centros;-;
La Puebla de los Infantes;Personas con enfermedad mental;Nº de centros;-;
La Puebla de los Infantes;Personas con adicciones;Nº de centros;-;
La Puebla de los Infantes;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Puebla de los Infantes;Personas de etnia gitana;Nº de centros;-;
La Puebla de los Infantes;Menores del sistema de protección;Nº de centros;-;
La Puebla de los Infantes;TOTAL;Nº de centros;2;
La Puebla del Río;Población general;Nº de centros;1;
La Puebla del Río;Personas mayores;Nº de centros;1;
La Puebla del Río;Mujeres;Nº de centros;1;
La Puebla del Río;Personas con discapacidad;Nº de centros;-;
La Puebla del Río;Personas con enfermedad mental;Nº de centros;-;
La Puebla del Río;Personas con adicciones;Nº de centros;-;
La Puebla del Río;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Puebla del Río;Personas de etnia gitana;Nº de centros;-;
La Puebla del Río;Menores del sistema de protección;Nº de centros;-;
La Puebla del Río;TOTAL;Nº de centros;3;
La Rinconada;Población general;Nº de centros;2;
La Rinconada;Personas mayores;Nº de centros;4;
La Rinconada;Mujeres;Nº de centros;1;
La Rinconada;Personas con discapacidad;Nº de centros;4;
La Rinconada;Personas con enfermedad mental;Nº de centros;-;
La Rinconada;Personas con adicciones;Nº de centros;1;
La Rinconada;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Rinconada;Personas de etnia gitana;Nº de centros;-;
La Rinconada;Menores del sistema de protección;Nº de centros;-;
La Rinconada;TOTAL;Nº de centros;12;
La Roda de Andalucía;Población general;Nº de centros;-;
La Roda de Andalucía;Personas mayores;Nº de centros;2;
La Roda de Andalucía;Mujeres;Nº de centros;-;
La Roda de Andalucía;Personas con discapacidad;Nº de centros;-;
La Roda de Andalucía;Personas con enfermedad mental;Nº de centros;-;
La Roda de Andalucía;Personas con adicciones;Nº de centros;-;
La Roda de Andalucía;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Roda de Andalucía;Personas de etnia gitana;Nº de centros;-;
La Roda de Andalucía;Menores del sistema de protección;Nº de centros;-;
La Roda de Andalucía;TOTAL;Nº de centros;2;
Lantejuela;Población general;Nº de centros;1;
Lantejuela;Personas mayores;Nº de centros;1;
Lantejuela;Mujeres;Nº de centros;-;
Lantejuela;Personas con discapacidad;Nº de centros;-;
Lantejuela;Personas con enfermedad mental;Nº de centros;-;
Lantejuela;Personas con adicciones;Nº de centros;-;
Lantejuela;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Lantejuela;Personas de etnia gitana;Nº de centros;-;
Lantejuela;Menores del sistema de protección;Nº de centros;-;
Lantejuela;TOTAL;Nº de centros;2;
Las Cabezas de San Juan;Población general;Nº de centros;1;
Las Cabezas de San Juan;Personas mayores;Nº de centros;4;
Las Cabezas de San Juan;Mujeres;Nº de centros;1;
Las Cabezas de San Juan;Personas con discapacidad;Nº de centros;1;
Las Cabezas de San Juan;Personas con enfermedad mental;Nº de centros;-;
Las Cabezas de San Juan;Personas con adicciones;Nº de centros;1;
Las Cabezas de San Juan;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Las Cabezas de San Juan;Personas de etnia gitana;Nº de centros;-;
Las Cabezas de San Juan;Menores del sistema de protección;Nº de centros;-;
Las Cabezas de San Juan;TOTAL;Nº de centros;8;
Las Navas de la Concepción;Población general;Nº de centros;-;
Las Navas de la Concepción;Personas mayores;Nº de centros;2;
Las Navas de la Concepción;Mujeres;Nº de centros;-;
Las Navas de la Concepción;Personas con discapacidad;Nº de centros;-;
Las Navas de la Concepción;Personas con enfermedad mental;Nº de centros;-;
Las Navas de la Concepción;Personas con adicciones;Nº de centros;-;
Las Navas de la Concepción;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Las Navas de la Concepción;Personas de etnia gitana;Nº de centros;-;
Las Navas de la Concepción;Menores del sistema de protección;Nº de centros;-;
Las Navas de la Concepción;TOTAL;Nº de centros;2;
Lebrija;Población general;Nº de centros;1;
Lebrija;Personas mayores;Nº de centros;4;
Lebrija;Mujeres;Nº de centros;1;
Lebrija;Personas con discapacidad;Nº de centros;1;
Lebrija;Personas con enfermedad mental;Nº de centros;3;
Lebrija;Personas con adicciones;Nº de centros;1;
Lebrija;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Lebrija;Personas de etnia gitana;Nº de centros;-;
Lebrija;Menores del sistema de protección;Nº de centros;-;
Lebrija;TOTAL;Nº de centros;11;
Lora de Estepa;Población general;Nº de centros;-;
Lora de Estepa;Personas mayores;Nº de centros;1;
Lora de Estepa;Mujeres;Nº de centros;-;
Lora de Estepa;Personas con discapacidad;Nº de centros;-;
Lora de Estepa;Personas con enfermedad mental;Nº de centros;-;
Lora de Estepa;Personas con adicciones;Nº de centros;-;
Lora de Estepa;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Lora de Estepa;Personas de etnia gitana;Nº de centros;-;
Lora de Estepa;Menores del sistema de protección;Nº de centros;-;
Lora de Estepa;TOTAL;Nº de centros;1;
Lora del Río;Población general;Nº de centros;1;
Lora del Río;Personas mayores;Nº de centros;3;
Lora del Río;Mujeres;Nº de centros;1;
Lora del Río;Personas con discapacidad;Nº de centros;1;
Lora del Río;Personas con enfermedad mental;Nº de centros;1;
Lora del Río;Personas con adicciones;Nº de centros;-;
Lora del Río;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Lora del Río;Personas de etnia gitana;Nº de centros;-;
Lora del Río;Menores del sistema de protección;Nº de centros;-;
Lora del Río;TOTAL;Nº de centros;7;
Los Corrales;Población general;Nº de centros;1;
Los Corrales;Personas mayores;Nº de centros;1;
Los Corrales;Mujeres;Nº de centros;1;
Los Corrales;Personas con discapacidad;Nº de centros;1;
Los Corrales;Personas con enfermedad mental;Nº de centros;-;
Los Corrales;Personas con adicciones;Nº de centros;-;
