Territorio;Edad;Sexo;Medida;Valor;
Bollullos de la Mitación;De 65 y más años;Mujeres;Población;816;
Bollullos de la Mitación;De 65 y más años;Ambos sexos;Población;1478;
Bollullos de la Mitación;TOTAL;Hombres;Población;5607;
Bollullos de la Mitación;TOTAL;Mujeres;Población;5648;
Bollullos de la Mitación;TOTAL;Ambos sexos;Población;11255;
Bormujos;De 0 a 15 años;Hombres;Población;2242;
Bormujos;De 0 a 15 años;Mujeres;Población;2145;
Bormujos;De 0 a 15 años;Ambos sexos;Población;4387;
Bormujos;De 16 a 64 años;Hombres;Población;7924;
Bormujos;De 16 a 64 años;Mujeres;Población;8107;
Bormujos;De 16 a 64 años;Ambos sexos;Población;16031;
Bormujos;De 65 y más años;Hombres;Población;1195;
Bormujos;De 65 y más años;Mujeres;Población;1370;
Bormujos;De 65 y más años;Ambos sexos;Población;2565;
Bormujos;TOTAL;Hombres;Población;11361;
Bormujos;TOTAL;Mujeres;Población;11622;
Bormujos;TOTAL;Ambos sexos;Población;22983;
Brenes;De 0 a 15 años;Hombres;Población;1087;
Brenes;De 0 a 15 años;Mujeres;Población;1028;
Brenes;De 0 a 15 años;Ambos sexos;Población;2115;
Brenes;De 16 a 64 años;Hombres;Población;4402;
Brenes;De 16 a 64 años;Mujeres;Población;4274;
Brenes;De 16 a 64 años;Ambos sexos;Población;8676;
Brenes;De 65 y más años;Hombres;Población;892;
Brenes;De 65 y más años;Mujeres;Población;1162;
Brenes;De 65 y más años;Ambos sexos;Población;2054;
Brenes;TOTAL;Hombres;Población;6381;
Brenes;TOTAL;Mujeres;Población;6464;
Brenes;TOTAL;Ambos sexos;Población;12845;
Burguillos;De 0 a 15 años;Hombres;Población;693;
Burguillos;De 0 a 15 años;Mujeres;Población;703;
Burguillos;De 0 a 15 años;Ambos sexos;Población;1396;
Burguillos;De 16 a 64 años;Hombres;Población;2602;
Burguillos;De 16 a 64 años;Mujeres;Población;2472;
Burguillos;De 16 a 64 años;Ambos sexos;Población;5074;
Burguillos;De 65 y más años;Hombres;Población;421;
Burguillos;De 65 y más años;Mujeres;Población;457;
Burguillos;De 65 y más años;Ambos sexos;Población;878;
Burguillos;TOTAL;Hombres;Población;3716;
Burguillos;TOTAL;Mujeres;Población;3632;
Burguillos;TOTAL;Ambos sexos;Población;7348;
Camas;De 0 a 15 años;Hombres;Población;2336;
Camas;De 0 a 15 años;Mujeres;Población;2126;
Camas;De 0 a 15 años;Ambos sexos;Población;4462;
Camas;De 16 a 64 años;Hombres;Población;9597;
Camas;De 16 a 64 años;Mujeres;Población;9476;
Camas;De 16 a 64 años;Ambos sexos;Población;19073;
Camas;De 65 y más años;Hombres;Población;2206;
Camas;De 65 y más años;Mujeres;Población;2996;
Camas;De 65 y más años;Ambos sexos;Población;5202;
Camas;TOTAL;Hombres;Población;14139;
Camas;TOTAL;Mujeres;Población;14598;
Camas;TOTAL;Ambos sexos;Población;28737;
Cantillana;De 0 a 15 años;Hombres;Población;909;
Cantillana;De 0 a 15 años;Mujeres;Población;868;
Cantillana;De 0 a 15 años;Ambos sexos;Población;1777;
Cantillana;De 16 a 64 años;Hombres;Población;3679;
Cantillana;De 16 a 64 años;Mujeres;Población;3468;
Cantillana;De 16 a 64 años;Ambos sexos;Población;7147;
Cantillana;De 65 y más años;Hombres;Población;804;
Cantillana;De 65 y más años;Mujeres;Población;989;
Cantillana;De 65 y más años;Ambos sexos;Población;1793;
Cantillana;TOTAL;Hombres;Población;5392;
Cantillana;TOTAL;Mujeres;Población;5325;
Cantillana;TOTAL;Ambos sexos;Población;10717;
Cañada Rosal;De 0 a 15 años;Hombres;Población;292;
Cañada Rosal;De 0 a 15 años;Mujeres;Población;279;
Cañada Rosal;De 0 a 15 años;Ambos sexos;Población;571;
Cañada Rosal;De 16 a 64 años;Hombres;Población;1106;
Cañada Rosal;De 16 a 64 años;Mujeres;Población;1124;
Cañada Rosal;De 16 a 64 años;Ambos sexos;Población;2230;
Cañada Rosal;De 65 y más años;Hombres;Población;290;
Cañada Rosal;De 65 y más años;Mujeres;Población;327;
Cañada Rosal;De 65 y más años;Ambos sexos;Población;617;
Cañada Rosal;TOTAL;Hombres;Población;1688;
Cañada Rosal;TOTAL;Mujeres;Población;1730;
Cañada Rosal;TOTAL;Ambos sexos;Población;3418;
Carmona;De 0 a 15 años;Hombres;Población;2321;
Carmona;De 0 a 15 años;Mujeres;Población;2095;
Carmona;De 0 a 15 años;Ambos sexos;Población;4416;
Carmona;De 16 a 64 años;Hombres;Población;10358;
Carmona;De 16 a 64 años;Mujeres;Población;9715;
Carmona;De 16 a 64 años;Ambos sexos;Población;20073;
Carmona;De 65 y más años;Hombres;Población;2513;
Carmona;De 65 y más años;Mujeres;Población;3002;
Carmona;De 65 y más años;Ambos sexos;Población;5515;
Carmona;TOTAL;Hombres;Población;15192;
Carmona;TOTAL;Mujeres;Población;14812;
Carmona;TOTAL;Ambos sexos;Población;30004;
Carrión de los Céspedes;De 0 a 15 años;Hombres;Población;204;
Carrión de los Céspedes;De 0 a 15 años;Mujeres;Población;187;
Carrión de los Céspedes;De 0 a 15 años;Ambos sexos;Población;391;
Carrión de los Céspedes;De 16 a 64 años;Hombres;Población;855;
Carrión de los Céspedes;De 16 a 64 años;Mujeres;Población;858;
Carrión de los Céspedes;De 16 a 64 años;Ambos sexos;Población;1713;
Carrión de los Céspedes;De 65 y más años;Hombres;Población;215;
Carrión de los Céspedes;De 65 y más años;Mujeres;Población;294;
Carrión de los Céspedes;De 65 y más años;Ambos sexos;Población;509;
Carrión de los Céspedes;TOTAL;Hombres;Población;1274;
Carrión de los Céspedes;TOTAL;Mujeres;Población;1339;
Carrión de los Céspedes;TOTAL;Ambos sexos;Población;2613;
Casariche;De 0 a 15 años;Hombres;Población;408;
Casariche;De 0 a 15 años;Mujeres;Población;382;
Casariche;De 0 a 15 años;Ambos sexos;Población;790;
Casariche;De 16 a 64 años;Hombres;Población;1831;
Casariche;De 16 a 64 años;Mujeres;Población;1668;
Casariche;De 16 a 64 años;Ambos sexos;Población;3499;
Casariche;De 65 y más años;Hombres;Población;476;
Casariche;De 65 y más años;Mujeres;Población;538;
Casariche;De 65 y más años;Ambos sexos;Población;1014;
Casariche;TOTAL;Hombres;Población;2715;
Casariche;TOTAL;Mujeres;Población;2588;
Casariche;TOTAL;Ambos sexos;Población;5303;
Castilblanco de los Arroyos;De 0 a 15 años;Hombres;Población;363;
Castilblanco de los Arroyos;De 0 a 15 años;Mujeres;Población;339;
Castilblanco de los Arroyos;De 0 a 15 años;Ambos sexos;Población;702;
Castilblanco de los Arroyos;De 16 a 64 años;Hombres;Población;1745;
Castilblanco de los Arroyos;De 16 a 64 años;Mujeres;Población;1646;
Castilblanco de los Arroyos;De 16 a 64 años;Ambos sexos;Población;3391;
Castilblanco de los Arroyos;De 65 y más años;Hombres;Población;507;
Castilblanco de los Arroyos;De 65 y más años;Mujeres;Población;571;
Castilblanco de los Arroyos;De 65 y más años;Ambos sexos;Población;1078;
Castilblanco de los Arroyos;TOTAL;Hombres;Población;2615;
Castilblanco de los Arroyos;TOTAL;Mujeres;Población;2556;
Castilblanco de los Arroyos;TOTAL;Ambos sexos;Población;5171;
Castilleja de Guzmán;De 0 a 15 años;Hombres;Población;226;
Castilleja de Guzmán;De 0 a 15 años;Mujeres;Población;196;
Castilleja de Guzmán;De 0 a 15 años;Ambos sexos;Población;422;
Castilleja de Guzmán;De 16 a 64 años;Hombres;Población;1115;
Castilleja de Guzmán;De 16 a 64 años;Mujeres;Población;1049;
Castilleja de Guzmán;De 16 a 64 años;Ambos sexos;Población;2164;
Castilleja de Guzmán;De 65 y más años;Hombres;Población;140;
Castilleja de Guzmán;De 65 y más años;Mujeres;Población;147;
Castilleja de Guzmán;De 65 y más años;Ambos sexos;Población;287;
Castilleja de Guzmán;TOTAL;Hombres;Población;1481;
Castilleja de Guzmán;TOTAL;Mujeres;Población;1392;
Castilleja de Guzmán;TOTAL;Ambos sexos;Población;2873;
Castilleja de la Cuesta;De 0 a 15 años;Hombres;Población;1399;
Castilleja de la Cuesta;De 0 a 15 años;Mujeres;Población;1282;
Castilleja de la Cuesta;De 0 a 15 años;Ambos sexos;Población;2681;
Castilleja de la Cuesta;De 16 a 64 años;Hombres;Población;5530;
Castilleja de la Cuesta;De 16 a 64 años;Mujeres;Población;5735;
Castilleja de la Cuesta;De 16 a 64 años;Ambos sexos;Población;11265;
Castilleja de la Cuesta;De 65 y más años;Hombres;Población;1368;
Castilleja de la Cuesta;De 65 y más años;Mujeres;Población;1862;
Castilleja de la Cuesta;De 65 y más años;Ambos sexos;Población;3230;
Castilleja de la Cuesta;TOTAL;Hombres;Población;8297;
Castilleja de la Cuesta;TOTAL;Mujeres;Población;8879;
Castilleja de la Cuesta;TOTAL;Ambos sexos;Población;17176;
Castilleja del Campo;De 0 a 15 años;Hombres;Población;33;
Castilleja del Campo;De 0 a 15 años;Mujeres;Población;39;
Castilleja del Campo;De 0 a 15 años;Ambos sexos;Población;72;
Castilleja del Campo;De 16 a 64 años;Hombres;Población;210;
Castilleja del Campo;De 16 a 64 años;Mujeres;Población;191;
Castilleja del Campo;De 16 a 64 años;Ambos sexos;Población;401;
Castilleja del Campo;De 65 y más años;Hombres;Población;59;
Castilleja del Campo;De 65 y más años;Mujeres;Población;75;
Castilleja del Campo;De 65 y más años;Ambos sexos;Población;134;
Castilleja del Campo;TOTAL;Hombres;Población;302;
Castilleja del Campo;TOTAL;Mujeres;Población;305;
Castilleja del Campo;TOTAL;Ambos sexos;Población;607;
Cazalla de la Sierra;De 0 a 15 años;Hombres;Población;263;
Cazalla de la Sierra;De 0 a 15 años;Mujeres;Población;315;
Cazalla de la Sierra;De 0 a 15 años;Ambos sexos;Población;578;
Cazalla de la Sierra;De 16 a 64 años;Hombres;Población;1549;
Cazalla de la Sierra;De 16 a 64 años;Mujeres;Población;1468;
Cazalla de la Sierra;De 16 a 64 años;Ambos sexos;Población;3017;
Cazalla de la Sierra;De 65 y más años;Hombres;Población;487;
Cazalla de la Sierra;De 65 y más años;Mujeres;Población;564;
Cazalla de la Sierra;De 65 y más años;Ambos sexos;Población;1051;
Cazalla de la Sierra;TOTAL;Hombres;Población;2299;
Cazalla de la Sierra;TOTAL;Mujeres;Población;2347;
Cazalla de la Sierra;TOTAL;Ambos sexos;Población;4646;
Constantina;De 0 a 15 años;Hombres;Población;370;
Constantina;De 0 a 15 años;Mujeres;Población;336;
Constantina;De 0 a 15 años;Ambos sexos;Población;706;
Constantina;De 16 a 64 años;Hombres;Población;1910;
Constantina;De 16 a 64 años;Mujeres;Población;1870;
Constantina;De 16 a 64 años;Ambos sexos;Población;3780;
Constantina;De 65 y más años;Hombres;Población;573;
Constantina;De 65 y más años;Mujeres;Población;677;
Constantina;De 65 y más años;Ambos sexos;Población;1250;
Constantina;TOTAL;Hombres;Población;2853;
Constantina;TOTAL;Mujeres;Población;2883;
Constantina;TOTAL;Ambos sexos;Población;5736;
Coria del Río;De 0 a 15 años;Hombres;Población;2705;
Coria del Río;De 0 a 15 años;Mujeres;Población;2581;
Coria del Río;De 0 a 15 años;Ambos sexos;Población;5286;
Coria del Río;De 16 a 64 años;Hombres;Población;10457;
Coria del Río;De 16 a 64 años;Mujeres;Población;10426;
Coria del Río;De 16 a 64 años;Ambos sexos;Población;20883;
Coria del Río;De 65 y más años;Hombres;Población;2209;
Coria del Río;De 65 y más años;Mujeres;Población;2758;
Coria del Río;De 65 y más años;Ambos sexos;Población;4967;
Coria del Río;TOTAL;Hombres;Población;15371;
Coria del Río;TOTAL;Mujeres;Población;15765;
Coria del Río;TOTAL;Ambos sexos;Población;31136;
Coripe;De 0 a 15 años;Hombres;Población;74;
Coripe;De 0 a 15 años;Mujeres;Población;61;
Coripe;De 0 a 15 años;Ambos sexos;Población;135;
Coripe;De 16 a 64 años;Hombres;Población;380;
Coripe;De 16 a 64 años;Mujeres;Población;370;
Coripe;De 16 a 64 años;Ambos sexos;Población;750;
Coripe;De 65 y más años;Hombres;Población;134;
Coripe;De 65 y más años;Mujeres;Población;179;
Coripe;De 65 y más años;Ambos sexos;Población;313;
Coripe;TOTAL;Hombres;Población;588;
Coripe;TOTAL;Mujeres;Población;610;
Coripe;TOTAL;Ambos sexos;Población;1198;
Dos Hermanas;De 0 a 15 años;Hombres;Población;12478;
Dos Hermanas;De 0 a 15 años;Mujeres;Población;11901;
Dos Hermanas;De 0 a 15 años;Ambos sexos;Población;24379;
Dos Hermanas;De 16 a 64 años;Hombres;Población;46931;
Dos Hermanas;De 16 a 64 años;Mujeres;Población;47814;
Dos Hermanas;De 16 a 64 años;Ambos sexos;Población;94745;
Dos Hermanas;De 65 y más años;Hombres;Población;9350;
Dos Hermanas;De 65 y más años;Mujeres;Población;11989;
Dos Hermanas;De 65 y más años;Ambos sexos;Población;21339;
Dos Hermanas;TOTAL;Hombres;Población;68759;
Dos Hermanas;TOTAL;Mujeres;Población;71704;
Dos Hermanas;TOTAL;Ambos sexos;Población;140463;
Écija;De 0 a 15 años;Hombres;Población;3260;
Écija;De 0 a 15 años;Mujeres;Población;3136;
Écija;De 0 a 15 años;Ambos sexos;Población;6396;
Écija;De 16 a 64 años;Hombres;Población;13103;
Écija;De 16 a 64 años;Mujeres;Población;12965;
Écija;De 16 a 64 años;Ambos sexos;Población;26068;
Écija;De 65 y más años;Hombres;Población;3161;
Écija;De 65 y más años;Mujeres;Población;4054;
Écija;De 65 y más años;Ambos sexos;Población;7215;
Écija;TOTAL;Hombres;Población;19524;
Écija;TOTAL;Mujeres;Población;20155;
Écija;TOTAL;Ambos sexos;Población;39679;
El Castillo de las Guardas;De 0 a 15 años;Hombres;Población;76;
El Castillo de las Guardas;De 0 a 15 años;Mujeres;Población;73;
El Castillo de las Guardas;De 0 a 15 años;Ambos sexos;Población;149;
El Castillo de las Guardas;De 16 a 64 años;Hombres;Población;528;
El Castillo de las Guardas;De 16 a 64 años;Mujeres;Población;446;
El Castillo de las Guardas;De 16 a 64 años;Ambos sexos;Población;974;
El Castillo de las Guardas;De 65 y más años;Hombres;Población;191;
El Castillo de las Guardas;De 65 y más años;Mujeres;Población;200;
El Castillo de las Guardas;De 65 y más años;Ambos sexos;Población;391;
El Castillo de las Guardas;TOTAL;Hombres;Población;795;
El Castillo de las Guardas;TOTAL;Mujeres;Población;719;
El Castillo de las Guardas;TOTAL;Ambos sexos;Población;1514;
El Coronil;De 0 a 15 años;Hombres;Población;344;
El Coronil;De 0 a 15 años;Mujeres;Población;295;
El Coronil;De 0 a 15 años;Ambos sexos;Población;639;
El Coronil;De 16 a 64 años;Hombres;Población;1547;
El Coronil;De 16 a 64 años;Mujeres;Población;1495;
El Coronil;De 16 a 64 años;Ambos sexos;Población;3042;
El Coronil;De 65 y más años;Hombres;Población;478;
El Coronil;De 65 y más años;Mujeres;Población;532;
El Coronil;De 65 y más años;Ambos sexos;Población;1010;
El Coronil;TOTAL;Hombres;Población;2369;
El Coronil;TOTAL;Mujeres;Población;2322;
El Coronil;TOTAL;Ambos sexos;Población;4691;
El Cuervo de Sevilla;De 0 a 15 años;Hombres;Población;706;
El Cuervo de Sevilla;De 0 a 15 años;Mujeres;Población;670;
El Cuervo de Sevilla;De 0 a 15 años;Ambos sexos;Población;1376;
El Cuervo de Sevilla;De 16 a 64 años;Hombres;Población;3003;
El Cuervo de Sevilla;De 16 a 64 años;Mujeres;Población;2919;
El Cuervo de Sevilla;De 16 a 64 años;Ambos sexos;Población;5922;
El Cuervo de Sevilla;De 65 y más años;Hombres;Población;679;
El Cuervo de Sevilla;De 65 y más años;Mujeres;Población;734;
El Cuervo de Sevilla;De 65 y más años;Ambos sexos;Población;1413;
El Cuervo de Sevilla;TOTAL;Hombres;Población;4388;
El Cuervo de Sevilla;TOTAL;Mujeres;Población;4323;
El Cuervo de Sevilla;TOTAL;Ambos sexos;Población;8711;
El Garrobo;De 0 a 15 años;Hombres;Población;59;
El Garrobo;De 0 a 15 años;Mujeres;Población;40;
El Garrobo;De 0 a 15 años;Ambos sexos;Población;99;
El Garrobo;De 16 a 64 años;Hombres;Población;286;
El Garrobo;De 16 a 64 años;Mujeres;Población;273;
El Garrobo;De 16 a 64 años;Ambos sexos;Población;559;
El Garrobo;De 65 y más años;Hombres;Población;69;
El Garrobo;De 65 y más años;Mujeres;Población;82;
El Garrobo;De 65 y más años;Ambos sexos;Población;151;
El Garrobo;TOTAL;Hombres;Población;414;
El Garrobo;TOTAL;Mujeres;Población;395;
El Garrobo;TOTAL;Ambos sexos;Población;809;
El Madroño;De 0 a 15 años;Hombres;Población;12;
El Madroño;De 0 a 15 años;Mujeres;Población;16;
El Madroño;De 0 a 15 años;Ambos sexos;Población;28;
El Madroño;De 16 a 64 años;Hombres;Población;91;
El Madroño;De 16 a 64 años;Mujeres;Población;75;
El Madroño;De 16 a 64 años;Ambos sexos;Población;166;
El Madroño;De 65 y más años;Hombres;Población;50;
El Madroño;De 65 y más años;Mujeres;Población;61;
El Madroño;De 65 y más años;Ambos sexos;Población;111;
El Madroño;TOTAL;Hombres;Población;153;
El Madroño;TOTAL;Mujeres;Población;152;
El Madroño;TOTAL;Ambos sexos;Población;305;
El Palmar de Troya;De 0 a 15 años;Hombres;Población;172;
El Palmar de Troya;De 0 a 15 años;Mujeres;Población;156;
El Palmar de Troya;De 0 a 15 años;Ambos sexos;Población;328;
El Palmar de Troya;De 16 a 64 años;Hombres;Población;776;
El Palmar de Troya;De 16 a 64 años;Mujeres;Población;763;
El Palmar de Troya;De 16 a 64 años;Ambos sexos;Población;1539;
El Palmar de Troya;De 65 y más años;Hombres;Población;199;
El Palmar de Troya;De 65 y más años;Mujeres;Población;240;
El Palmar de Troya;De 65 y más años;Ambos sexos;Población;439;
El Palmar de Troya;TOTAL;Hombres;Población;1147;
El Palmar de Troya;TOTAL;Mujeres;Población;1159;
El Palmar de Troya;TOTAL;Ambos sexos;Población;2306;
El Pedroso;De 0 a 15 años;Hombres;Población;119;
El Pedroso;De 0 a 15 años;Mujeres;Población;118;
El Pedroso;De 0 a 15 años;Ambos sexos;Población;237;
El Pedroso;De 16 a 64 años;Hombres;Población;699;
El Pedroso;De 16 a 64 años;Mujeres;Población;675;
El Pedroso;De 16 a 64 años;Ambos sexos;Población;1374;
El Pedroso;De 65 y más años;Hombres;Población;218;
El Pedroso;De 65 y más años;Mujeres;Población;246;
El Pedroso;De 65 y más años;Ambos sexos;Población;464;
El Pedroso;TOTAL;Hombres;Población;1036;
El Pedroso;TOTAL;Mujeres;Población;1039;
El Pedroso;TOTAL;Ambos sexos;Población;2075;
El Real de la Jara;De 0 a 15 años;Hombres;Población;105;
El Real de la Jara;De 0 a 15 años;Mujeres;Población;90;
El Real de la Jara;De 0 a 15 años;Ambos sexos;Población;195;
El Real de la Jara;De 16 a 64 años;Hombres;Población;519;
El Real de la Jara;De 16 a 64 años;Mujeres;Población;486;
El Real de la Jara;De 16 a 64 años;Ambos sexos;Población;1005;
El Real de la Jara;De 65 y más años;Hombres;Población;139;
El Real de la Jara;De 65 y más años;Mujeres;Población;189;
El Real de la Jara;De 65 y más años;Ambos sexos;Población;328;
El Real de la Jara;TOTAL;Hombres;Población;763;
El Real de la Jara;TOTAL;Mujeres;Población;765;
El Real de la Jara;TOTAL;Ambos sexos;Población;1528;
El Ronquillo;De 0 a 15 años;Hombres;Población;97;
El Ronquillo;De 0 a 15 años;Mujeres;Población;90;
El Ronquillo;De 0 a 15 años;Ambos sexos;Población;187;
El Ronquillo;De 16 a 64 años;Hombres;Población;479;
El Ronquillo;De 16 a 64 años;Mujeres;Población;420;
El Ronquillo;De 16 a 64 años;Ambos sexos;Población;899;
El Ronquillo;De 65 y más años;Hombres;Población;159;
El Ronquillo;De 65 y más años;Mujeres;Población;195;
El Ronquillo;De 65 y más años;Ambos sexos;Población;354;
El Ronquillo;TOTAL;Hombres;Población;735;
El Ronquillo;TOTAL;Mujeres;Población;705;
El Ronquillo;TOTAL;Ambos sexos;Población;1440;
El Rubio;De 0 a 15 años;Hombres;Población;233;
El Rubio;De 0 a 15 años;Mujeres;Población;211;
El Rubio;De 0 a 15 años;Ambos sexos;Población;444;
El Rubio;De 16 a 64 años;Hombres;Población;1111;
El Rubio;De 16 a 64 años;Mujeres;Población;1082;
El Rubio;De 16 a 64 años;Ambos sexos;Población;2193;
El Rubio;De 65 y más años;Hombres;Población;313;
El Rubio;De 65 y más años;Mujeres;Población;363;
El Rubio;De 65 y más años;Ambos sexos;Población;676;
El Rubio;TOTAL;Hombres;Población;1657;
El Rubio;TOTAL;Mujeres;Población;1656;
El Rubio;TOTAL;Ambos sexos;Población;3313;
El Saucejo;De 0 a 15 años;Hombres;Población;306;
El Saucejo;De 0 a 15 años;Mujeres;Población;307;
El Saucejo;De 0 a 15 años;Ambos sexos;Población;613;
El Saucejo;De 16 a 64 años;Hombres;Población;1369;
El Saucejo;De 16 a 64 años;Mujeres;Población;1343;
El Saucejo;De 16 a 64 años;Ambos sexos;Población;2712;
El Saucejo;De 65 y más años;Hombres;Población;419;
El Saucejo;De 65 y más años;Mujeres;Población;478;
El Saucejo;De 65 y más años;Ambos sexos;Población;897;
El Saucejo;TOTAL;Hombres;Población;2094;
El Saucejo;TOTAL;Mujeres;Población;2128;
El Saucejo;TOTAL;Ambos sexos;Población;4222;
El Viso del Alcor;De 0 a 15 años;Hombres;Población;1795;
El Viso del Alcor;De 0 a 15 años;Mujeres;Población;1710;
El Viso del Alcor;De 0 a 15 años;Ambos sexos;Población;3505;
El Viso del Alcor;De 16 a 64 años;Hombres;Población;6397;
El Viso del Alcor;De 16 a 64 años;Mujeres;Población;6302;
El Viso del Alcor;De 16 a 64 años;Ambos sexos;Población;12699;
El Viso del Alcor;De 65 y más años;Hombres;Población;1387;
El Viso del Alcor;De 65 y más años;Mujeres;Población;1727;
El Viso del Alcor;De 65 y más años;Ambos sexos;Población;3114;
El Viso del Alcor;TOTAL;Hombres;Población;9579;
El Viso del Alcor;TOTAL;Mujeres;Población;9739;
El Viso del Alcor;TOTAL;Ambos sexos;Población;19318;
Espartinas;De 0 a 15 años;Hombres;Población;1692;
Espartinas;De 0 a 15 años;Mujeres;Población;1593;
Espartinas;De 0 a 15 años;Ambos sexos;Población;3285;
Espartinas;De 16 a 64 años;Hombres;Población;5693;
Espartinas;De 16 a 64 años;Mujeres;Población;5717;
Espartinas;De 16 a 64 años;Ambos sexos;Población;11410;
Espartinas;De 65 y más años;Hombres;Población;884;
Espartinas;De 65 y más años;Mujeres;Población;975;
Espartinas;De 65 y más años;Ambos sexos;Población;1859;
Espartinas;TOTAL;Hombres;Población;8269;
Espartinas;TOTAL;Mujeres;Población;8285;
Espartinas;TOTAL;Ambos sexos;Población;16554;
Estepa;De 0 a 15 años;Hombres;Población;1044;
Estepa;De 0 a 15 años;Mujeres;Población;970;
Estepa;De 0 a 15 años;Ambos sexos;Población;2014;
Estepa;De 16 a 64 años;Hombres;Población;4188;
Estepa;De 16 a 64 años;Mujeres;Población;4178;
Estepa;De 16 a 64 años;Ambos sexos;Población;8366;
Estepa;De 65 y más años;Hombres;Población;891;
Estepa;De 65 y más años;Mujeres;Población;1139;
Estepa;De 65 y más años;Ambos sexos;Población;2030;
Estepa;TOTAL;Hombres;Población;6123;
Estepa;TOTAL;Mujeres;Población;6287;
Estepa;TOTAL;Ambos sexos;Población;12410;
Fuentes de Andalucía;De 0 a 15 años;Hombres;Población;487;
Fuentes de Andalucía;De 0 a 15 años;Mujeres;Población;531;
Fuentes de Andalucía;De 0 a 15 años;Ambos sexos;Población;1018;
Fuentes de Andalucía;De 16 a 64 años;Hombres;Población;2400;
Fuentes de Andalucía;De 16 a 64 años;Mujeres;Población;2264;
Fuentes de Andalucía;De 16 a 64 años;Ambos sexos;Población;4664;
Fuentes de Andalucía;De 65 y más años;Hombres;Población;710;
Fuentes de Andalucía;De 65 y más años;Mujeres;Población;862;
Fuentes de Andalucía;De 65 y más años;Ambos sexos;Población;1572;
Fuentes de Andalucía;TOTAL;Hombres;Población;3597;
Fuentes de Andalucía;TOTAL;Mujeres;Población;3657;
Fuentes de Andalucía;TOTAL;Ambos sexos;Población;7254;
Gelves;De 0 a 15 años;Hombres;Población;848;
Gelves;De 0 a 15 años;Mujeres;Población;801;
Gelves;De 0 a 15 años;Ambos sexos;Población;1649;
Gelves;De 16 a 64 años;Hombres;Población;3661;
Gelves;De 16 a 64 años;Mujeres;Población;3771;
Gelves;De 16 a 64 años;Ambos sexos;Población;7432;
Gelves;De 65 y más años;Hombres;Población;668;
Gelves;De 65 y más años;Mujeres;Población;742;
Gelves;De 65 y más años;Ambos sexos;Población;1410;
Gelves;TOTAL;Hombres;Población;5177;
Gelves;TOTAL;Mujeres;Población;5314;
Gelves;TOTAL;Ambos sexos;Población;10491;
Gerena;De 0 a 15 años;Hombres;Población;705;
Gerena;De 0 a 15 años;Mujeres;Población;671;
Gerena;De 0 a 15 años;Ambos sexos;Población;1376;
Gerena;De 16 a 64 años;Hombres;Población;2633;
Gerena;De 16 a 64 años;Mujeres;Población;2596;
Gerena;De 16 a 64 años;Ambos sexos;Población;5229;
Gerena;De 65 y más años;Hombres;Población;584;
Gerena;De 65 y más años;Mujeres;Población;734;
Gerena;De 65 y más años;Ambos sexos;Población;1318;
Gerena;TOTAL;Hombres;Población;3922;
Gerena;TOTAL;Mujeres;Población;4001;
Gerena;TOTAL;Ambos sexos;Población;7923;
Gilena;De 0 a 15 años;Hombres;Población;288;
Gilena;De 0 a 15 años;Mujeres;Población;233;
Gilena;De 0 a 15 años;Ambos sexos;Población;521;
Gilena;De 16 a 64 años;Hombres;Población;1251;
Gilena;De 16 a 64 años;Mujeres;Población;1217;
Gilena;De 16 a 64 años;Ambos sexos;Población;2468;
Gilena;De 65 y más años;Hombres;Población;316;
Gilena;De 65 y más años;Mujeres;Población;363;
Gilena;De 65 y más años;Ambos sexos;Población;679;
Gilena;TOTAL;Hombres;Población;1855;
Gilena;TOTAL;Mujeres;Población;1813;
Gilena;TOTAL;Ambos sexos;Población;3668;
Gines;De 0 a 15 años;Hombres;Población;1092;
Gines;De 0 a 15 años;Mujeres;Población;1048;
Gines;De 0 a 15 años;Ambos sexos;Población;2140;
Gines;De 16 a 64 años;Hombres;Población;4523;
Gines;De 16 a 64 años;Mujeres;Población;4675;
Gines;De 16 a 64 años;Ambos sexos;Población;9198;
Gines;De 65 y más años;Hombres;Población;1015;
Gines;De 65 y más años;Mujeres;Población;1205;
Gines;De 65 y más años;Ambos sexos;Población;2220;
Gines;TOTAL;Hombres;Población;6630;
Gines;TOTAL;Mujeres;Población;6928;
Gines;TOTAL;Ambos sexos;Población;13558;
Guadalcanal;De 0 a 15 años;Hombres;Población;157;
Guadalcanal;De 0 a 15 años;Mujeres;Población;138;
Guadalcanal;De 0 a 15 años;Ambos sexos;Población;295;
Guadalcanal;De 16 a 64 años;Hombres;Población;823;
Guadalcanal;De 16 a 64 años;Mujeres;Población;796;
Guadalcanal;De 16 a 64 años;Ambos sexos;Población;1619;
Guadalcanal;De 65 y más años;Hombres;Población;284;
Guadalcanal;De 65 y más años;Mujeres;Población;325;
Guadalcanal;De 65 y más años;Ambos sexos;Población;609;
Guadalcanal;TOTAL;Hombres;Población;1264;
Guadalcanal;TOTAL;Mujeres;Población;1259;
Guadalcanal;TOTAL;Ambos sexos;Población;2523;
Guillena;De 0 a 15 años;Hombres;Población;1329;
Guillena;De 0 a 15 años;Mujeres;Población;1236;
Guillena;De 0 a 15 años;Ambos sexos;Población;2565;
Guillena;De 16 a 64 años;Hombres;Población;4948;
Guillena;De 16 a 64 años;Mujeres;Población;4701;
Guillena;De 16 a 64 años;Ambos sexos;Población;9649;
Guillena;De 65 y más años;Hombres;Población;877;
