Territorio;Medida;Valor;
Villanueva del Trabuco;Número de farmacias;2;
Villanueva del Trabuco;Habitantes por farmacia;2718;
Viñuela;Número de farmacias;1;
Viñuela;Habitantes por farmacia;1989;
Yunquera;Número de farmacias;1;
Yunquera;Habitantes por farmacia;2877;
Sevilla;Número de farmacias;869;
Sevilla;Habitantes por farmacia;2265,390103567319;
Aguadulce;Número de farmacias;1;
Aguadulce;Habitantes por farmacia;2064;
Alanís;Número de farmacias;1;
Alanís;Habitantes por farmacia;1669;
Albaida del Aljarafe;Número de farmacias;1;
Albaida del Aljarafe;Habitantes por farmacia;3227;
Alcalá de Guadaíra;Número de farmacias;25;
Alcalá de Guadaíra;Habitantes por farmacia;3084,48;
Alcalá del Río;Número de farmacias;6;
Alcalá del Río;Habitantes por farmacia;2048,8333333333335;
Alcolea del Río;Número de farmacias;1;
Alcolea del Río;Habitantes por farmacia;3283;
Algámitas;Número de farmacias;1;
Algámitas;Habitantes por farmacia;1246;
Almadén de la Plata;Número de farmacias;1;
Almadén de la Plata;Habitantes por farmacia;1336;
Almensilla;Número de farmacias;2;
Almensilla;Habitantes por farmacia;3333,5;
Arahal;Número de farmacias;7;
Arahal;Habitantes por farmacia;2776,714285714286;
Aznalcázar;Número de farmacias;1;
Aznalcázar;Habitantes por farmacia;4923;
Aznalcóllar;Número de farmacias;2;
Aznalcóllar;Habitantes por farmacia;3049;
Badolatosa;Número de farmacias;2;
Badolatosa;Habitantes por farmacia;1538;
Benacazón;Número de farmacias;2;
Benacazón;Habitantes por farmacia;3691,5;
Bollullos de la Mitación;Número de farmacias;3;
Bollullos de la Mitación;Habitantes por farmacia;3751,6666666666665;
Bormujos;Número de farmacias;6;
Bormujos;Habitantes por farmacia;3830,5;
Brenes;Número de farmacias;4;
Brenes;Habitantes por farmacia;3211,25;
Burguillos;Número de farmacias;2;
Burguillos;Habitantes por farmacia;3674;
Camas;Número de farmacias;11;
Camas;Habitantes por farmacia;2612,4545454545455;
Cantillana;Número de farmacias;4;
Cantillana;Habitantes por farmacia;2679,25;
Cañada Rosal;Número de farmacias;1;
Cañada Rosal;Habitantes por farmacia;3418;
Carmona;Número de farmacias;12;
Carmona;Habitantes por farmacia;2500,3333333333335;
Carrión de los Céspedes;Número de farmacias;1;
Carrión de los Céspedes;Habitantes por farmacia;2613;
Casariche;Número de farmacias;2;
Casariche;Habitantes por farmacia;2651,5;
Castilblanco de los Arroyos;Número de farmacias;2;
Castilblanco de los Arroyos;Habitantes por farmacia;2585,5;
Castilleja de Guzmán;Número de farmacias;2;
Castilleja de Guzmán;Habitantes por farmacia;1436,5;
Castilleja de la Cuesta;Número de farmacias;6;
Castilleja de la Cuesta;Habitantes por farmacia;2862,6666666666665;
Castilleja del Campo;Número de farmacias;1;
Castilleja del Campo;Habitantes por farmacia;607;
Cazalla de la Sierra;Número de farmacias;3;
Cazalla de la Sierra;Habitantes por farmacia;1548,6666666666667;
Constantina;Número de farmacias;3;
Constantina;Habitantes por farmacia;1912;
Coria del Río;Número de farmacias;10;
Coria del Río;Habitantes por farmacia;3113,6;
Coripe;Número de farmacias;1;
Coripe;Habitantes por farmacia;1198;
Dos Hermanas;Número de farmacias;43;
Dos Hermanas;Habitantes por farmacia;3266,5813953488373;
Écija;Número de farmacias;19;
Écija;Habitantes por farmacia;2088,3684210526317;
El Castillo de las Guardas;Número de farmacias;1;
El Castillo de las Guardas;Habitantes por farmacia;1514;
El Coronil;Número de farmacias;2;
El Coronil;Habitantes por farmacia;2345,5;
El Cuervo de Sevilla;Número de farmacias;3;
El Cuervo de Sevilla;Habitantes por farmacia;2903,6666666666665;
El Garrobo;Número de farmacias;1;
El Garrobo;Habitantes por farmacia;809;
El Madroño;Número de farmacias;1;
El Madroño;Habitantes por farmacia;305;
El Palmar de Troya;Número de farmacias;1;
El Palmar de Troya;Habitantes por farmacia;2306;
El Pedroso;Número de farmacias;1;
El Pedroso;Habitantes por farmacia;2075;
El Real de la Jara;Número de farmacias;1;
El Real de la Jara;Habitantes por farmacia;1528;
El Ronquillo;Número de farmacias;1;
El Ronquillo;Habitantes por farmacia;1440;
El Rubio;Número de farmacias;1;
El Rubio;Habitantes por farmacia;3313;
El Saucejo;Número de farmacias;1;
El Saucejo;Habitantes por farmacia;4222;
El Viso del Alcor;Número de farmacias;7;
El Viso del Alcor;Habitantes por farmacia;2759,714285714286;
Espartinas;Número de farmacias;5;
Espartinas;Habitantes por farmacia;3310,8;
Estepa;Número de farmacias;4;
Estepa;Habitantes por farmacia;3102,5;
Fuentes de Andalucía;Número de farmacias;3;
Fuentes de Andalucía;Habitantes por farmacia;2418;
Gelves;Número de farmacias;3;
Gelves;Habitantes por farmacia;3497;
Gerena;Número de farmacias;2;
Gerena;Habitantes por farmacia;3961,5;
Gilena;Número de farmacias;1;
Gilena;Habitantes por farmacia;3668;
Gines;Número de farmacias;5;
Gines;Habitantes por farmacia;2711,6;
Guadalcanal;Número de farmacias;1;
Guadalcanal;Habitantes por farmacia;2523;
Guillena;Número de farmacias;5;
Guillena;Habitantes por farmacia;2822;
Herrera;Número de farmacias;2;
Herrera;Habitantes por farmacia;3286,5;
Huévar del Aljarafe;Número de farmacias;1;
Huévar del Aljarafe;Habitantes por farmacia;3364;
Isla Mayor;Número de farmacias;2;
Isla Mayor;Habitantes por farmacia;2892,5;
La Algaba;Número de farmacias;6;
La Algaba;Habitantes por farmacia;2792,5;
La Campana;Número de farmacias;2;
La Campana;Habitantes por farmacia;2566;
La Luisiana;Número de farmacias;2;
La Luisiana;Habitantes por farmacia;2315,5;
La Puebla de Cazalla;Número de farmacias;4;
La Puebla de Cazalla;Habitantes por farmacia;2704,25;
La Puebla de los Infantes;Número de farmacias;1;
La Puebla de los Infantes;Habitantes por farmacia;2917;
La Puebla del Río;Número de farmacias;6;
La Puebla del Río;Habitantes por farmacia;1976,6666666666667;
La Rinconada;Número de farmacias;14;
La Rinconada;Habitantes por farmacia;2880,8571428571427;
La Roda de Andalucía;Número de farmacias;2;
La Roda de Andalucía;Habitantes por farmacia;2093;
Lantejuela;Número de farmacias;1;
Lantejuela;Habitantes por farmacia;3860;
Las Cabezas de San Juan;Número de farmacias;6;
Las Cabezas de San Juan;Habitantes por farmacia;2733,3333333333335;
Las Navas de la Concepción;Número de farmacias;1;
Las Navas de la Concepción;Habitantes por farmacia;1521;
Lebrija;Número de farmacias;9;
Lebrija;Habitantes por farmacia;3081;
Lora de Estepa;Número de farmacias;1;
Lora de Estepa;Habitantes por farmacia;891;
Lora del Río;Número de farmacias;9;
Lora del Río;Habitantes por farmacia;2031,6666666666667;
Los Corrales;Número de farmacias;1;
Los Corrales;Habitantes por farmacia;3968;
Los Molares;Número de farmacias;1;
Los Molares;Habitantes por farmacia;3646;
Los Palacios y Villafranca;Número de farmacias;13;
Los Palacios y Villafranca;Habitantes por farmacia;2981,846153846154;
Mairena del Alcor;Número de farmacias;8;
Mairena del Alcor;Habitantes por farmacia;3036;
Mairena del Aljarafe;Número de farmacias;14;
Mairena del Aljarafe;Habitantes por farmacia;3421,8571428571427;
Marchena;Número de farmacias;7;
Marchena;Habitantes por farmacia;2771,285714285714;
Marinaleda;Número de farmacias;1;
Marinaleda;Habitantes por farmacia;2570;
Martín de la Jara;Número de farmacias;1;
Martín de la Jara;Habitantes por farmacia;2645;
Montellano;Número de farmacias;3;
Montellano;Habitantes por farmacia;2346,3333333333335;
Morón de la Frontera;Número de farmacias;12;
Morón de la Frontera;Habitantes por farmacia;2268,1666666666665;
Olivares;Número de farmacias;4;
Olivares;Habitantes por farmacia;2376;
Osuna;Número de farmacias;7;
Osuna;Habitantes por farmacia;2480,5714285714284;
Palomares del Río;Número de farmacias;2;
Palomares del Río;Habitantes por farmacia;4638;
Paradas;Número de farmacias;3;
Paradas;Habitantes por farmacia;2270,3333333333335;
Pedrera;Número de farmacias;2;
Pedrera;Habitantes por farmacia;2561;
Peñaflor;Número de farmacias;2;
Peñaflor;Habitantes por farmacia;1831;
Pilas;Número de farmacias;5;
Pilas;Habitantes por farmacia;2829,4;
Pruna;Número de farmacias;1;
Pruna;Habitantes por farmacia;2531;
Salteras;Número de farmacias;2;
Salteras;Habitantes por farmacia;2801;
San Juan de Aznalfarache;Número de farmacias;10;
San Juan de Aznalfarache;Habitantes por farmacia;2311,2;
San Nicolás del Puerto;Número de farmacias;1;
San Nicolás del Puerto;Habitantes por farmacia;599;
Sanlúcar la Mayor;Número de farmacias;4;
Sanlúcar la Mayor;Habitantes por farmacia;3591,5;
Santiponce;Número de farmacias;3;
Santiponce;Habitantes por farmacia;2883;
Sevilla (capital);Número de farmacias;406;
Sevilla (capital);Habitantes por farmacia;1691,4802955665025;
Tocina;Número de farmacias;4;
Tocina;Habitantes por farmacia;2345;
Tomares;Número de farmacias;8;
Tomares;Habitantes por farmacia;3199,375;
Umbrete;Número de farmacias;3;
Umbrete;Habitantes por farmacia;3131,6666666666665;
Utrera;Número de farmacias;19;
Utrera;Habitantes por farmacia;2751,5263157894738;
Valencina de la Concepción;Número de farmacias;3;
Valencina de la Concepción;Habitantes por farmacia;2695;
Villamanrique de la Condesa;Número de farmacias;1;
Villamanrique de la Condesa;Habitantes por farmacia;4655;
Villanueva de San Juan;Número de farmacias;1;
Villanueva de San Juan;Habitantes por farmacia;1002;
Villanueva del Ariscal;Número de farmacias;2;
Villanueva del Ariscal;Habitantes por farmacia;3487;
Villanueva del Río y Minas;Número de farmacias;4;
Villanueva del Río y Minas;Habitantes por farmacia;1264,25;
Villaverde del Río;Número de farmacias;3;
Villaverde del Río;Habitantes por farmacia;2596,6666666666665;

          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
               
                    
               
               
               
          
          
