Territorio;Medida;Valor;
Montecorto;Nº de bienes inmuebles;1;
Montejaque;Renta media (€/m2 mes);*;
Montejaque;Cuantía media arrendamiento (€/mes);*;
Montejaque;Superficie construida media (m2);*;
Montejaque;Nº de bienes inmuebles;5;
Nerja;Renta media (€/m2 mes);6,71641791;
Nerja;Cuantía media arrendamiento (€/mes);650;
Nerja;Superficie construida media (m2);131;
Nerja;Nº de bienes inmuebles;205;
Ojén;Renta media (€/m2 mes);6,416666667;
Ojén;Cuantía media arrendamiento (€/mes);575;
Ojén;Superficie construida media (m2);137;
Ojén;Nº de bienes inmuebles;49;
Parauta;Renta media (€/m2 mes);*;
Parauta;Cuantía media arrendamiento (€/mes);*;
Parauta;Superficie construida media (m2);*;
Parauta;Nº de bienes inmuebles;2;
Periana;Renta media (€/m2 mes);3,036268855;
Periana;Cuantía media arrendamiento (€/mes);446,331521739;
Periana;Superficie construida media (m2);207;
Periana;Nº de bienes inmuebles;19;
Pizarra;Renta media (€/m2 mes);4,487179487;
Pizarra;Cuantía media arrendamiento (€/mes);500;
Pizarra;Superficie construida media (m2);153;
Pizarra;Nº de bienes inmuebles;73;
Rincón de la Victoria;Renta media (€/m2 mes);7,016775791;
Rincón de la Victoria;Cuantía media arrendamiento (€/mes);791,666666667;
Rincón de la Victoria;Superficie construida media (m2);155;
Rincón de la Victoria;Nº de bienes inmuebles;459;
Riogordo;Renta media (€/m2 mes);3,738317757;
Riogordo;Cuantía media arrendamiento (€/mes);400;
Riogordo;Superficie construida media (m2);177;
Riogordo;Nº de bienes inmuebles;23;
Ronda;Renta media (€/m2 mes);4,615384615;
Ronda;Cuantía media arrendamiento (€/mes);500;
Ronda;Superficie construida media (m2);114;
Ronda;Nº de bienes inmuebles;237;
Sayalonga;Renta media (€/m2 mes);4,302457078;
Sayalonga;Cuantía media arrendamiento (€/mes);827,931636727;
Sayalonga;Superficie construida media (m2);217,5;
Sayalonga;Nº de bienes inmuebles;10;
Sedella;Renta media (€/m2 mes);3,377062813;
Sedella;Cuantía media arrendamiento (€/mes);355,716306584;
Sedella;Superficie construida media (m2);117;
Sedella;Nº de bienes inmuebles;12;
Sierra de Yeguas;Renta media (€/m2 mes);2,844155844;
Sierra de Yeguas;Cuantía media arrendamiento (€/mes);300;
Sierra de Yeguas;Superficie construida media (m2);158;
Sierra de Yeguas;Nº de bienes inmuebles;13;
Teba;Renta media (€/m2 mes);*;
Teba;Cuantía media arrendamiento (€/mes);*;
Teba;Superficie construida media (m2);*;
Teba;Nº de bienes inmuebles;5;
Tolox;Renta media (€/m2 mes);4,733727811;
Tolox;Cuantía media arrendamiento (€/mes);400;
Tolox;Superficie construida media (m2);165;
Tolox;Nº de bienes inmuebles;11;
Torremolinos;Renta media (€/m2 mes);8,181818182;
Torremolinos;Cuantía media arrendamiento (€/mes);760;
Torremolinos;Superficie construida media (m2);121;
Torremolinos;Nº de bienes inmuebles;201;
Torrox;Renta media (€/m2 mes);6,705614345;
Torrox;Cuantía media arrendamiento (€/mes);600;
Torrox;Superficie construida media (m2);109;
Torrox;Nº de bienes inmuebles;133;
Totalán;Renta media (€/m2 mes);3,989071038;
Totalán;Cuantía media arrendamiento (€/mes);405,103211009;
Totalán;Superficie construida media (m2);102;
Totalán;Nº de bienes inmuebles;12;
Valle de Abdalajís;Renta media (€/m2 mes);*;
Valle de Abdalajís;Cuantía media arrendamiento (€/mes);*;
Valle de Abdalajís;Superficie construida media (m2);*;
Valle de Abdalajís;Nº de bienes inmuebles;4;
Vélez-Málaga;Renta media (€/m2 mes);6,015037594;
Vélez-Málaga;Cuantía media arrendamiento (€/mes);691,477272727;
Vélez-Málaga;Superficie construida media (m2);138;
Vélez-Málaga;Nº de bienes inmuebles;618;
Villanueva de Algaidas;Renta media (€/m2 mes);2,232264002;
Villanueva de Algaidas;Cuantía media arrendamiento (€/mes);298,632580262;
Villanueva de Algaidas;Superficie construida media (m2);150,5;
Villanueva de Algaidas;Nº de bienes inmuebles;16;
Villanueva de la Concepción;Renta media (€/m2 mes);2,525124601;
Villanueva de la Concepción;Cuantía media arrendamiento (€/mes);357,507249695;
Villanueva de la Concepción;Superficie construida media (m2);217,5;
Villanueva de la Concepción;Nº de bienes inmuebles;14;
Villanueva de Tapia;Renta media (€/m2 mes);*;
Villanueva de Tapia;Cuantía media arrendamiento (€/mes);*;
Villanueva de Tapia;Superficie construida media (m2);*;
Villanueva de Tapia;Nº de bienes inmuebles;7;
Villanueva del Rosario;Renta media (€/m2 mes);2,564852028;
Villanueva del Rosario;Cuantía media arrendamiento (€/mes);300;
Villanueva del Rosario;Superficie construida media (m2);127;
Villanueva del Rosario;Nº de bienes inmuebles;37;
Villanueva del Trabuco;Renta media (€/m2 mes);2,772100153;
Villanueva del Trabuco;Cuantía media arrendamiento (€/mes);350;
Villanueva del Trabuco;Superficie construida media (m2);196;
Villanueva del Trabuco;Nº de bienes inmuebles;30;
Viñuela;Renta media (€/m2 mes);4,378217437;
Viñuela;Cuantía media arrendamiento (€/mes);452,330626081;
Viñuela;Superficie construida media (m2);163,5;
Viñuela;Nº de bienes inmuebles;26;
Yunquera;Renta media (€/m2 mes);3,642582378;
Yunquera;Cuantía media arrendamiento (€/mes);361,520833333;
Yunquera;Superficie construida media (m2);136;
Yunquera;Nº de bienes inmuebles;11;
Sevilla;Renta media (€/m2 mes);4,504504505;
Sevilla;Cuantía media arrendamiento (€/mes);500;
Sevilla;Superficie construida media (m2);135;
Sevilla;Nº de bienes inmuebles;10447;
Aguadulce;Renta media (€/m2 mes);*;
Aguadulce;Cuantía media arrendamiento (€/mes);*;
Aguadulce;Superficie construida media (m2);*;
Aguadulce;Nº de bienes inmuebles;9;
Alanís;Renta media (€/m2 mes);*;
Alanís;Cuantía media arrendamiento (€/mes);*;
Alanís;Superficie construida media (m2);*;
Alanís;Nº de bienes inmuebles;5;
Albaida del Aljarafe;Renta media (€/m2 mes);4,081632653;
Albaida del Aljarafe;Cuantía media arrendamiento (€/mes);400;
Albaida del Aljarafe;Superficie construida media (m2);99;
Albaida del Aljarafe;Nº de bienes inmuebles;41;
Alcalá de Guadaíra;Renta media (€/m2 mes);5,319148936;
Alcalá de Guadaíra;Cuantía media arrendamiento (€/mes);550;
Alcalá de Guadaíra;Superficie construida media (m2);138;
Alcalá de Guadaíra;Nº de bienes inmuebles;401;
Alcalá del Río;Renta media (€/m2 mes);3,934805707;
Alcalá del Río;Cuantía media arrendamiento (€/mes);450;
Alcalá del Río;Superficie construida media (m2);121;
Alcalá del Río;Nº de bienes inmuebles;121;
Alcolea del Río;Renta media (€/m2 mes);2,450980392;
Alcolea del Río;Cuantía media arrendamiento (€/mes);300;
Alcolea del Río;Superficie construida media (m2);148;
Alcolea del Río;Nº de bienes inmuebles;11;
Algámitas;Renta media (€/m2 mes);*;
Algámitas;Cuantía media arrendamiento (€/mes);*;
Algámitas;Superficie construida media (m2);*;
Algámitas;Nº de bienes inmuebles;2;
Almadén de la Plata;Renta media (€/m2 mes);3,296370968;
Almadén de la Plata;Cuantía media arrendamiento (€/mes);350;
Almadén de la Plata;Superficie construida media (m2);129,5;
Almadén de la Plata;Nº de bienes inmuebles;16;
Almensilla;Renta media (€/m2 mes);4,781488867;
Almensilla;Cuantía media arrendamiento (€/mes);550,842994505;
Almensilla;Superficie construida media (m2);142,5;
Almensilla;Nº de bienes inmuebles;90;
Arahal;Renta media (€/m2 mes);3,174603175;
Arahal;Cuantía media arrendamiento (€/mes);385;
Arahal;Superficie construida media (m2);133;
Arahal;Nº de bienes inmuebles;56;
Aznalcázar;Renta media (€/m2 mes);3,854895105;
Aznalcázar;Cuantía media arrendamiento (€/mes);395,054981884;
Aznalcázar;Superficie construida media (m2);114;
Aznalcázar;Nº de bienes inmuebles;86;
Aznalcóllar;Renta media (€/m2 mes);3,070175439;
Aznalcóllar;Cuantía media arrendamiento (€/mes);380;
Aznalcóllar;Superficie construida media (m2);134;
Aznalcóllar;Nº de bienes inmuebles;29;
Badolatosa;Renta media (€/m2 mes);*;
Badolatosa;Cuantía media arrendamiento (€/mes);*;
Badolatosa;Superficie construida media (m2);*;
Badolatosa;Nº de bienes inmuebles;4;
Benacazón;Renta media (€/m2 mes);4,464285714;
Benacazón;Cuantía media arrendamiento (€/mes);468;
Benacazón;Superficie construida media (m2);114;
Benacazón;Nº de bienes inmuebles;101;
Bollullos de la Mitación;Renta media (€/m2 mes);4,910714286;
Bollullos de la Mitación;Cuantía media arrendamiento (€/mes);570;
Bollullos de la Mitación;Superficie construida media (m2);138;
Bollullos de la Mitación;Nº de bienes inmuebles;243;
Bormujos;Renta media (€/m2 mes);5,879649477;
Bormujos;Cuantía media arrendamiento (€/mes);700;
Bormujos;Superficie construida media (m2);143;
Bormujos;Nº de bienes inmuebles;352;
Brenes;Renta media (€/m2 mes);3,81643864;
Brenes;Cuantía media arrendamiento (€/mes);400;
Brenes;Superficie construida media (m2);130;
Brenes;Nº de bienes inmuebles;101;
Burguillos;Renta media (€/m2 mes);3,4375;
Burguillos;Cuantía media arrendamiento (€/mes);400;
Burguillos;Superficie construida media (m2);125,5;
Burguillos;Nº de bienes inmuebles;136;
Camas;Renta media (€/m2 mes);5,436047527;
Camas;Cuantía media arrendamiento (€/mes);500;
Camas;Superficie construida media (m2);111;
Camas;Nº de bienes inmuebles;158;
Cantillana;Renta media (€/m2 mes);2,857142857;
Cantillana;Cuantía media arrendamiento (€/mes);330;
Cantillana;Superficie construida media (m2);120;
Cantillana;Nº de bienes inmuebles;78;
Cañada Rosal;Renta media (€/m2 mes);2,633053221;
Cañada Rosal;Cuantía media arrendamiento (€/mes);285;
Cañada Rosal;Superficie construida media (m2);119;
Cañada Rosal;Nº de bienes inmuebles;21;
Carmona;Renta media (€/m2 mes);3,755868545;
Carmona;Cuantía media arrendamiento (€/mes);450;
Carmona;Superficie construida media (m2);193;
Carmona;Nº de bienes inmuebles;174;
Carrión de los Céspedes;Renta media (€/m2 mes);2,891304348;
Carrión de los Céspedes;Cuantía media arrendamiento (€/mes);354,861111111;
Carrión de los Céspedes;Superficie construida media (m2);135;
Carrión de los Céspedes;Nº de bienes inmuebles;27;
Casariche;Renta media (€/m2 mes);2,073798627;
Casariche;Cuantía media arrendamiento (€/mes);300;
Casariche;Superficie construida media (m2);187,5;
Casariche;Nº de bienes inmuebles;14;
Castilblanco de los Arroyos;Renta media (€/m2 mes);2,614078167;
Castilblanco de los Arroyos;Cuantía media arrendamiento (€/mes);300;
Castilblanco de los Arroyos;Superficie construida media (m2);130;
Castilblanco de los Arroyos;Nº de bienes inmuebles;45;
Castilleja de Guzmán;Renta media (€/m2 mes);4,649360269;
Castilleja de Guzmán;Cuantía media arrendamiento (€/mes);612,5;
Castilleja de Guzmán;Superficie construida media (m2);149,5;
Castilleja de Guzmán;Nº de bienes inmuebles;42;
Castilleja de la Cuesta;Renta media (€/m2 mes);5,604395604;
Castilleja de la Cuesta;Cuantía media arrendamiento (€/mes);625;
Castilleja de la Cuesta;Superficie construida media (m2);133;
Castilleja de la Cuesta;Nº de bienes inmuebles;165;
Castilleja del Campo;Renta media (€/m2 mes);*;
Castilleja del Campo;Cuantía media arrendamiento (€/mes);*;
Castilleja del Campo;Superficie construida media (m2);*;
Castilleja del Campo;Nº de bienes inmuebles;6;
Cazalla de la Sierra;Renta media (€/m2 mes);2,93687291;
Cazalla de la Sierra;Cuantía media arrendamiento (€/mes);332,5;
Cazalla de la Sierra;Superficie construida media (m2);129,5;
Cazalla de la Sierra;Nº de bienes inmuebles;30;
Constantina;Renta media (€/m2 mes);2,41144629;
Constantina;Cuantía media arrendamiento (€/mes);272,5;
Constantina;Superficie construida media (m2);116,5;
Constantina;Nº de bienes inmuebles;34;
Coria del Río;Renta media (€/m2 mes);4,392366892;
Coria del Río;Cuantía media arrendamiento (€/mes);450;
Coria del Río;Superficie construida media (m2);126,5;
Coria del Río;Nº de bienes inmuebles;370;
Coripe;Renta media (€/m2 mes);*;
Coripe;Cuantía media arrendamiento (€/mes);*;
Coripe;Superficie construida media (m2);*;
Coripe;Nº de bienes inmuebles;4;
Dos Hermanas;Renta media (€/m2 mes);5,737704918;
Dos Hermanas;Cuantía media arrendamiento (€/mes);650;
Dos Hermanas;Superficie construida media (m2);139;
Dos Hermanas;Nº de bienes inmuebles;692;
Écija;Renta media (€/m2 mes);3,490909091;
Écija;Cuantía media arrendamiento (€/mes);375;
Écija;Superficie construida media (m2);134;
Écija;Nº de bienes inmuebles;123;
El Castillo de las Guardas;Renta media (€/m2 mes);2,462203024;
El Castillo de las Guardas;Cuantía media arrendamiento (€/mes);334,331955923;
El Castillo de las Guardas;Superficie construida media (m2);134;
El Castillo de las Guardas;Nº de bienes inmuebles;25;
El Coronil;Renta media (€/m2 mes);2,496677611;
El Coronil;Cuantía media arrendamiento (€/mes);300;
El Coronil;Superficie construida media (m2);167;
El Coronil;Nº de bienes inmuebles;11;
El Cuervo de Sevilla;Renta media (€/m2 mes);2,852564103;
El Cuervo de Sevilla;Cuantía media arrendamiento (€/mes);338,80952381;
El Cuervo de Sevilla;Superficie construida media (m2);114;
El Cuervo de Sevilla;Nº de bienes inmuebles;40;
El Garrobo;Renta media (€/m2 mes);*;
El Garrobo;Cuantía media arrendamiento (€/mes);*;
El Garrobo;Superficie construida media (m2);*;
El Garrobo;Nº de bienes inmuebles;8;
El Palmar de Troya;Renta media (€/m2 mes);*;
El Palmar de Troya;Cuantía media arrendamiento (€/mes);*;
El Palmar de Troya;Superficie construida media (m2);*;
El Palmar de Troya;Nº de bienes inmuebles;3;
El Pedroso;Renta media (€/m2 mes);3,473455882;
El Pedroso;Cuantía media arrendamiento (€/mes);300;
El Pedroso;Superficie construida media (m2);98,5;
El Pedroso;Nº de bienes inmuebles;30;
El Real de la Jara;Renta media (€/m2 mes);2,896862412;
El Real de la Jara;Cuantía media arrendamiento (€/mes);308,166666667;
El Real de la Jara;Superficie construida media (m2);117;
El Real de la Jara;Nº de bienes inmuebles;20;
El Ronquillo;Renta media (€/m2 mes);3,862928349;
El Ronquillo;Cuantía media arrendamiento (€/mes);400;
El Ronquillo;Superficie construida media (m2);107;
El Ronquillo;Nº de bienes inmuebles;23;
El Rubio;Renta media (€/m2 mes);1,838235294;
El Rubio;Cuantía media arrendamiento (€/mes);290;
El Rubio;Superficie construida media (m2);161;
El Rubio;Nº de bienes inmuebles;11;
El Saucejo;Renta media (€/m2 mes);2,566964286;
El Saucejo;Cuantía media arrendamiento (€/mes);290;
El Saucejo;Superficie construida media (m2);124;
El Saucejo;Nº de bienes inmuebles;15;
El Viso del Alcor;Renta media (€/m2 mes);3,515408512;
El Viso del Alcor;Cuantía media arrendamiento (€/mes);400;
El Viso del Alcor;Superficie construida media (m2);138,5;
El Viso del Alcor;Nº de bienes inmuebles;104;
Espartinas;Renta media (€/m2 mes);5,357142857;
Espartinas;Cuantía media arrendamiento (€/mes);750;
Espartinas;Superficie construida media (m2);160;
Espartinas;Nº de bienes inmuebles;336;
Estepa;Renta media (€/m2 mes);2,713178295;
Estepa;Cuantía media arrendamiento (€/mes);300;
Estepa;Superficie construida media (m2);141;
Estepa;Nº de bienes inmuebles;41;
Fuentes de Andalucía;Renta media (€/m2 mes);2,55033557;
Fuentes de Andalucía;Cuantía media arrendamiento (€/mes);323,008849558;
Fuentes de Andalucía;Superficie construida media (m2);170;
Fuentes de Andalucía;Nº de bienes inmuebles;33;
Gelves;Renta media (€/m2 mes);5,614522112;
Gelves;Cuantía media arrendamiento (€/mes);660;
Gelves;Superficie construida media (m2);140;
Gelves;Nº de bienes inmuebles;123;
Gerena;Renta media (€/m2 mes);3,930464732;
Gerena;Cuantía media arrendamiento (€/mes);450;
Gerena;Superficie construida media (m2);124;
Gerena;Nº de bienes inmuebles;134;
Gilena;Renta media (€/m2 mes);*;
Gilena;Cuantía media arrendamiento (€/mes);*;
Gilena;Superficie construida media (m2);*;
Gilena;Nº de bienes inmuebles;7;
Gines;Renta media (€/m2 mes);5,147058824;
Gines;Cuantía media arrendamiento (€/mes);650;
Gines;Superficie construida media (m2);140;
Gines;Nº de bienes inmuebles;207;
Guadalcanal;Renta media (€/m2 mes);2,173913043;
Guadalcanal;Cuantía media arrendamiento (€/mes);297,554347826;
Guadalcanal;Superficie construida media (m2);244;
Guadalcanal;Nº de bienes inmuebles;11;
Guillena;Renta media (€/m2 mes);3,982332009;
Guillena;Cuantía media arrendamiento (€/mes);450;
Guillena;Superficie construida media (m2);132;
Guillena;Nº de bienes inmuebles;225;
Herrera;Renta media (€/m2 mes);2,255639098;
Herrera;Cuantía media arrendamiento (€/mes);300;
Herrera;Superficie construida media (m2);180;
Herrera;Nº de bienes inmuebles;41;
Huévar del Aljarafe;Renta media (€/m2 mes);4;
Huévar del Aljarafe;Cuantía media arrendamiento (€/mes);434,052348512;
Huévar del Aljarafe;Superficie construida media (m2);110;
Huévar del Aljarafe;Nº de bienes inmuebles;50;
Isla Mayor;Renta media (€/m2 mes);*;
Isla Mayor;Cuantía media arrendamiento (€/mes);*;
Isla Mayor;Superficie construida media (m2);*;
Isla Mayor;Nº de bienes inmuebles;8;
La Algaba;Renta media (€/m2 mes);4,044117647;
La Algaba;Cuantía media arrendamiento (€/mes);405,393333333;
La Algaba;Superficie construida media (m2);140,5;
La Algaba;Nº de bienes inmuebles;136;
La Campana;Renta media (€/m2 mes);*;
La Campana;Cuantía media arrendamiento (€/mes);*;
La Campana;Superficie construida media (m2);*;
La Campana;Nº de bienes inmuebles;6;
La Luisiana;Renta media (€/m2 mes);2,189224389;
La Luisiana;Cuantía media arrendamiento (€/mes);300;
La Luisiana;Superficie construida media (m2);135;
La Luisiana;Nº de bienes inmuebles;29;
La Puebla de Cazalla;Renta media (€/m2 mes);2,727272727;
La Puebla de Cazalla;Cuantía media arrendamiento (€/mes);300;
La Puebla de Cazalla;Superficie construida media (m2);138;
La Puebla de Cazalla;Nº de bienes inmuebles;39;
La Puebla de los Infantes;Renta media (€/m2 mes);2,884892107;
La Puebla de los Infantes;Cuantía media arrendamiento (€/mes);312,5;
La Puebla de los Infantes;Superficie construida media (m2);148,5;
La Puebla de los Infantes;Nº de bienes inmuebles;10;
La Puebla del Río;Renta media (€/m2 mes);4,086021505;
La Puebla del Río;Cuantía media arrendamiento (€/mes);435,833333333;
La Puebla del Río;Superficie construida media (m2);123,5;
La Puebla del Río;Nº de bienes inmuebles;82;
La Rinconada;Renta media (€/m2 mes);4,401257862;
La Rinconada;Cuantía media arrendamiento (€/mes);525;
La Rinconada;Superficie construida media (m2);145;
La Rinconada;Nº de bienes inmuebles;217;
La Roda de Andalucía;Renta media (€/m2 mes);2,659899624;
La Roda de Andalucía;Cuantía media arrendamiento (€/mes);340,833333333;
La Roda de Andalucía;Superficie construida media (m2);173,5;
La Roda de Andalucía;Nº de bienes inmuebles;30;
Lantejuela;Renta media (€/m2 mes);2,110775716;
Lantejuela;Cuantía media arrendamiento (€/mes);250;
Lantejuela;Superficie construida media (m2);201,5;
Lantejuela;Nº de bienes inmuebles;14;
Las Cabezas de San Juan;Renta media (€/m2 mes);3,195576043;
Las Cabezas de San Juan;Cuantía media arrendamiento (€/mes);350;
Las Cabezas de San Juan;Superficie construida media (m2);125;
Las Cabezas de San Juan;Nº de bienes inmuebles;83;
Las Navas de la Concepción;Renta media (€/m2 mes);*;
Las Navas de la Concepción;Cuantía media arrendamiento (€/mes);*;
Las Navas de la Concepción;Superficie construida media (m2);*;
Las Navas de la Concepción;Nº de bienes inmuebles;4;
Lebrija;Renta media (€/m2 mes);3,348214286;
Lebrija;Cuantía media arrendamiento (€/mes);391,781754444;
Lebrija;Superficie construida media (m2);119;
Lebrija;Nº de bienes inmuebles;96;
Lora de Estepa;Renta media (€/m2 mes);*;
Lora de Estepa;Cuantía media arrendamiento (€/mes);*;
Lora de Estepa;Superficie construida media (m2);*;
Lora de Estepa;Nº de bienes inmuebles;4;
Lora del Río;Renta media (€/m2 mes);3,2;
Lora del Río;Cuantía media arrendamiento (€/mes);350;
Lora del Río;Superficie construida media (m2);135;
Lora del Río;Nº de bienes inmuebles;27;
Los Corrales;Renta media (€/m2 mes);1,916167665;
Los Corrales;Cuantía media arrendamiento (€/mes);288,9579566;
Los Corrales;Superficie construida media (m2);195,5;
Los Corrales;Nº de bienes inmuebles;20;
Los Molares;Renta media (€/m2 mes);3,448853052;
Los Molares;Cuantía media arrendamiento (€/mes);400;
Los Molares;Superficie construida media (m2);136;
Los Molares;Nº de bienes inmuebles;46;
Los Palacios y Villafranca;Renta media (€/m2 mes);3,561827957;
Los Palacios y Villafranca;Cuantía media arrendamiento (€/mes);400;
Los Palacios y Villafranca;Superficie construida media (m2);125;
Los Palacios y Villafranca;Nº de bienes inmuebles;51;
Mairena del Alcor;Renta media (€/m2 mes);4,347826087;
Mairena del Alcor;Cuantía media arrendamiento (€/mes);500;
Mairena del Alcor;Superficie construida media (m2);131;
Mairena del Alcor;Nº de bienes inmuebles;253;
Mairena del Aljarafe;Renta media (€/m2 mes);6,062694148;
Mairena del Aljarafe;Cuantía media arrendamiento (€/mes);750;
Mairena del Aljarafe;Superficie construida media (m2);152;
Mairena del Aljarafe;Nº de bienes inmuebles;295;
Marchena;Renta media (€/m2 mes);2,822580645;
Marchena;Cuantía media arrendamiento (€/mes);300;
Marchena;Superficie construida media (m2);136;
Marchena;Nº de bienes inmuebles;61;
Marinaleda;Renta media (€/m2 mes);*;
Marinaleda;Cuantía media arrendamiento (€/mes);*;
Marinaleda;Superficie construida media (m2);*;
Marinaleda;Nº de bienes inmuebles;1;
Martín de la Jara;Renta media (€/m2 mes);*;
Martín de la Jara;Cuantía media arrendamiento (€/mes);*;
Martín de la Jara;Superficie construida media (m2);*;
Martín de la Jara;Nº de bienes inmuebles;6;
Montellano;Renta media (€/m2 mes);2,777777778;
Montellano;Cuantía media arrendamiento (€/mes);300;
Montellano;Superficie construida media (m2);126;
Montellano;Nº de bienes inmuebles;25;
Morón de la Frontera;Renta media (€/m2 mes);3,658536585;
Morón de la Frontera;Cuantía media arrendamiento (€/mes);375;
Morón de la Frontera;Superficie construida media (m2);122;
Morón de la Frontera;Nº de bienes inmuebles;155;
Olivares;Renta media (€/m2 mes);3,860840128;
Olivares;Cuantía media arrendamiento (€/mes);414,166666667;
Olivares;Superficie construida media (m2);127;
Olivares;Nº de bienes inmuebles;135;
Osuna;Renta media (€/m2 mes);3,075357213;
Osuna;Cuantía media arrendamiento (€/mes);365,592039801;
Osuna;Superficie construida media (m2);146,5;
Osuna;Nº de bienes inmuebles;134;
Palomares del Río;Renta media (€/m2 mes);5,288541149;
Palomares del Río;Cuantía media arrendamiento (€/mes);650;
Palomares del Río;Superficie construida media (m2);149;
Palomares del Río;Nº de bienes inmuebles;117;
Paradas;Renta media (€/m2 mes);2,863101271;
Paradas;Cuantía media arrendamiento (€/mes);300,082236842;
Paradas;Superficie construida media (m2);129;
Paradas;Nº de bienes inmuebles;12;
Pedrera;Renta media (€/m2 mes);*;
Pedrera;Cuantía media arrendamiento (€/mes);*;
Pedrera;Superficie construida media (m2);*;
Pedrera;Nº de bienes inmuebles;4;
Peñaflor;Renta media (€/m2 mes);3,985507246;
Peñaflor;Cuantía media arrendamiento (€/mes);315;
Peñaflor;Superficie construida media (m2);99,5;
Peñaflor;Nº de bienes inmuebles;12;
Pilas;Renta media (€/m2 mes);3,830645161;
Pilas;Cuantía media arrendamiento (€/mes);400;
Pilas;Superficie construida media (m2);104;
Pilas;Nº de bienes inmuebles;119;
Pruna;Renta media (€/m2 mes);*;
Pruna;Cuantía media arrendamiento (€/mes);*;
Pruna;Superficie construida media (m2);*;
Pruna;Nº de bienes inmuebles;1;
Salteras;Renta media (€/m2 mes);4,116101734;
Salteras;Cuantía media arrendamiento (€/mes);501,793598234;
Salteras;Superficie construida media (m2);144;
Salteras;Nº de bienes inmuebles;112;
San Juan de Aznalfarache;Renta media (€/m2 mes);5,899577573;
San Juan de Aznalfarache;Cuantía media arrendamiento (€/mes);628,670783433;
San Juan de Aznalfarache;Superficie construida media (m2);120;
San Juan de Aznalfarache;Nº de bienes inmuebles;122;
San Nicolás del Puerto;Renta media (€/m2 mes);*;
San Nicolás del Puerto;Cuantía media arrendamiento (€/mes);*;
San Nicolás del Puerto;Superficie construida media (m2);*;
San Nicolás del Puerto;Nº de bienes inmuebles;1;
Sanlúcar la Mayor;Renta media (€/m2 mes);4,021239177;
Sanlúcar la Mayor;Cuantía media arrendamiento (€/mes);497,961956522;
Sanlúcar la Mayor;Superficie construida media (m2);139,5;
Sanlúcar la Mayor;Nº de bienes inmuebles;146;
Santiponce;Renta media (€/m2 mes);4,523168905;
Santiponce;Cuantía media arrendamiento (€/mes);507,819108761;
Santiponce;Superficie construida media (m2);132,5;
Santiponce;Nº de bienes inmuebles;156;
Sevilla (capital);Renta media (€/m2 mes);5,952330996;
Sevilla (capital);Cuantía media arrendamiento (€/mes);626,143669634;
Sevilla (capital);Superficie construida media (m2);144;
Sevilla (capital);Nº de bienes inmuebles;1144;
Tocina;Renta media (€/m2 mes);3,238919486;
Tocina;Cuantía media arrendamiento (€/mes);360;
Tocina;Superficie construida media (m2);125;
Tocina;Nº de bienes inmuebles;99;
Tomares;Renta media (€/m2 mes);6,381578947;
Tomares;Cuantía media arrendamiento (€/mes);774,619851533;
Tomares;Superficie construida media (m2);146;
Tomares;Nº de bienes inmuebles;325;
Umbrete;Renta media (€/m2 mes);4,617923331;
Umbrete;Cuantía media arrendamiento (€/mes);527,5;
Umbrete;Superficie construida media (m2);123;
Umbrete;Nº de bienes inmuebles;170;
Utrera;Renta media (€/m2 mes);4,509803922;
Utrera;Cuantía media arrendamiento (€/mes);500;
Utrera;Superficie construida media (m2);134;
Utrera;Nº de bienes inmuebles;333;
Valencina de la Concepción;Renta media (€/m2 mes);5,441605839;
Valencina de la Concepción;Cuantía media arrendamiento (€/mes);582,27907855;
Valencina de la Concepción;Superficie construida media (m2);143;
Valencina de la Concepción;Nº de bienes inmuebles;130;
Villamanrique de la Condesa;Renta media (€/m2 mes);3,160777965;
Villamanrique de la Condesa;Cuantía media arrendamiento (€/mes);334,610768176;
Villamanrique de la Condesa;Superficie construida media (m2);121;
Villamanrique de la Condesa;Nº de bienes inmuebles;42;
Villanueva de San Juan;Renta media (€/m2 mes);*;
Villanueva de San Juan;Cuantía media arrendamiento (€/mes);*;
Villanueva de San Juan;Superficie construida media (m2);*;
Villanueva de San Juan;Nº de bienes inmuebles;1;
Villanueva del Ariscal;Renta media (€/m2 mes);4,026845638;
Villanueva del Ariscal;Cuantía media arrendamiento (€/mes);477,5;
Villanueva del Ariscal;Superficie construida media (m2);129;
Villanueva del Ariscal;Nº de bienes inmuebles;94;
Villanueva del Río y Minas;Renta media (€/m2 mes);2,916666667;
Villanueva del Río y Minas;Cuantía media arrendamiento (€/mes);310,541417166;
Villanueva del Río y Minas;Superficie construida media (m2);141;
Villanueva del Río y Minas;Nº de bienes inmuebles;21;
Villaverde del Río;Renta media (€/m2 mes);3,448275862;
Villaverde del Río;Cuantía media arrendamiento (€/mes);400;
Villaverde del Río;Superficie construida media (m2);120;
Villaverde del Río;Nº de bienes inmuebles;34;

          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
