Territorio;Sexo;Medida;Valor;
Diseminado de Huertos Familiares de San Fernando;Población;Ambos sexos;285;
Diseminado de Huertos Familiares de San Fernando;Población;Hombres;155;
Diseminado de Huertos Familiares de San Fernando;Población;Mujeres;130;
E. singular La Estación;Población;Ambos sexos;20;
E. singular La Estación;Población;Hombres;11;
E. singular La Estación;Población;Mujeres;9;
Diseminado de La Estación;Población;Ambos sexos;20;
Diseminado de La Estación;Población;Hombres;11;
Diseminado de La Estación;Población;Mujeres;9;
E. singular Madroñal;Población;Ambos sexos;148;
E. singular Madroñal;Población;Hombres;77;
E. singular Madroñal;Población;Mujeres;71;
Diseminado de Madroñal;Población;Ambos sexos;148;
Diseminado de Madroñal;Población;Hombres;77;
Diseminado de Madroñal;Población;Mujeres;71;
E. singular Montoro;Población;Ambos sexos;8215;
E. singular Montoro;Población;Hombres;4005;
E. singular Montoro;Población;Mujeres;4210;
Núcleo Montoro;Población;Ambos sexos;8215;
Núcleo Montoro;Población;Hombres;4005;
Núcleo Montoro;Población;Mujeres;4210;
E. singular Nava;Población;Ambos sexos;119;
E. singular Nava;Población;Hombres;73;
E. singular Nava;Población;Mujeres;46;
Diseminado de Nava;Población;Ambos sexos;119;
Diseminado de Nava;Población;Hombres;73;
Diseminado de Nava;Población;Mujeres;46;
E. singular Santa Brígida;Población;Ambos sexos;91;
E. singular Santa Brígida;Población;Hombres;47;
E. singular Santa Brígida;Población;Mujeres;44;
Diseminado de Santa Brígida;Población;Ambos sexos;91;
Diseminado de Santa Brígida;Población;Hombres;47;
Diseminado de Santa Brígida;Población;Mujeres;44;
E. singular Torrecilla;Población;Ambos sexos;62;
E. singular Torrecilla;Población;Hombres;32;
E. singular Torrecilla;Población;Mujeres;30;
Diseminado de Torrecilla;Población;Ambos sexos;62;
Diseminado de Torrecilla;Población;Hombres;32;
Diseminado de Torrecilla;Población;Mujeres;30;
Monturque;Población;Ambos sexos;1935;
Monturque;Población;Hombres;964;
Monturque;Población;Mujeres;971;
E. singular Cid Toledo;Población;Ambos sexos;82;
E. singular Cid Toledo;Población;Hombres;44;
E. singular Cid Toledo;Población;Mujeres;38;
Diseminado de Cid Toledo;Población;Ambos sexos;82;
Diseminado de Cid Toledo;Población;Hombres;44;
Diseminado de Cid Toledo;Población;Mujeres;38;
E. singular Los Llanos;Población;Ambos sexos;104;
E. singular Los Llanos;Población;Hombres;52;
E. singular Los Llanos;Población;Mujeres;52;
Núcleo Los Llanos;Población;Ambos sexos;104;
Núcleo Los Llanos;Población;Hombres;52;
Núcleo Los Llanos;Población;Mujeres;52;
E. singular Monturque;Población;Ambos sexos;1731;
E. singular Monturque;Población;Hombres;858;
E. singular Monturque;Población;Mujeres;873;
Núcleo Monturque;Población;Ambos sexos;1731;
Núcleo Monturque;Población;Hombres;858;
Núcleo Monturque;Población;Mujeres;873;
E. singular Piedras de Varo;Población;Ambos sexos;18;
E. singular Piedras de Varo;Población;Hombres;10;
E. singular Piedras de Varo;Población;Mujeres;8;
Diseminado de Piedras de Varo;Población;Ambos sexos;18;
Diseminado de Piedras de Varo;Población;Hombres;10;
Diseminado de Piedras de Varo;Población;Mujeres;8;
Moriles;Población;Ambos sexos;3640;
Moriles;Población;Hombres;1830;
Moriles;Población;Mujeres;1810;
E. singular Moriles;Población;Ambos sexos;3640;
E. singular Moriles;Población;Hombres;1830;
E. singular Moriles;Población;Mujeres;1810;
Núcleo Moriles;Población;Ambos sexos;3418;
Núcleo Moriles;Población;Hombres;1707;
Núcleo Moriles;Población;Mujeres;1711;
Diseminado de Moriles;Población;Ambos sexos;222;
Diseminado de Moriles;Población;Hombres;123;
Diseminado de Moriles;Población;Mujeres;99;
Nueva Carteya;Población;Ambos sexos;5312;
Nueva Carteya;Población;Hombres;2717;
Nueva Carteya;Población;Mujeres;2595;
E. singular Nueva Carteya;Población;Ambos sexos;5312;
E. singular Nueva Carteya;Población;Hombres;2717;
E. singular Nueva Carteya;Población;Mujeres;2595;
Núcleo Nueva Carteya;Población;Ambos sexos;5183;
Núcleo Nueva Carteya;Población;Hombres;2645;
Núcleo Nueva Carteya;Población;Mujeres;2538;
Diseminado de Nueva Carteya;Población;Ambos sexos;129;
Diseminado de Nueva Carteya;Población;Hombres;72;
Diseminado de Nueva Carteya;Población;Mujeres;57;
Obejo;Población;Ambos sexos;2090;
Obejo;Población;Hombres;1093;
Obejo;Población;Mujeres;997;
E. singular Cerro Muriano;Población;Ambos sexos;1498;
E. singular Cerro Muriano;Población;Hombres;783;
E. singular Cerro Muriano;Población;Mujeres;715;
Núcleo Cerro Muriano;Población;Ambos sexos;1422;
Núcleo Cerro Muriano;Población;Hombres;711;
Núcleo Cerro Muriano;Población;Mujeres;711;
Diseminado de Cerro Muriano;Población;Ambos sexos;76;
Diseminado de Cerro Muriano;Población;Hombres;72;
Diseminado de Cerro Muriano;Población;Mujeres;4;
E. singular Estación de Obejo;Población;Ambos sexos;120;
E. singular Estación de Obejo;Población;Hombres;65;
E. singular Estación de Obejo;Población;Mujeres;55;
Núcleo Estación de Obejo;Población;Ambos sexos;118;
Núcleo Estación de Obejo;Población;Hombres;64;
Núcleo Estación de Obejo;Población;Mujeres;54;
Diseminado de Estación de Obejo;Población;Ambos sexos;2;
Diseminado de Estación de Obejo;Población;Hombres;1;
Diseminado de Estación de Obejo;Población;Mujeres;1;
E. singular Obejo;Población;Ambos sexos;472;
E. singular Obejo;Población;Hombres;245;
E. singular Obejo;Población;Mujeres;227;
Núcleo Obejo;Población;Ambos sexos;412;
Núcleo Obejo;Población;Hombres;209;
Núcleo Obejo;Población;Mujeres;203;
Diseminado de Obejo;Población;Ambos sexos;60;
Diseminado de Obejo;Población;Hombres;36;
Diseminado de Obejo;Población;Mujeres;24;
Palenciana;Población;Ambos sexos;1432;
Palenciana;Población;Hombres;739;
Palenciana;Población;Mujeres;693;
E. singular Palenciana;Población;Ambos sexos;1432;
E. singular Palenciana;Población;Hombres;739;
E. singular Palenciana;Población;Mujeres;693;
Núcleo Palenciana;Población;Ambos sexos;1432;
Núcleo Palenciana;Población;Hombres;739;
Núcleo Palenciana;Población;Mujeres;693;
Palma del Río;Población;Ambos sexos;20605;
Palma del Río;Población;Hombres;10223;
Palma del Río;Población;Mujeres;10382;
E. singular Arriel;Población;Ambos sexos;2;
E. singular Arriel;Población;Hombres;2;
E. singular Arriel;Población;Mujeres;-;
Diseminado de Arriel;Población;Ambos sexos;2;
Diseminado de Arriel;Población;Hombres;2;
Diseminado de Arriel;Población;Mujeres;-;
E. singular El Calonge;Población;Ambos sexos;167;
E. singular El Calonge;Población;Hombres;89;
E. singular El Calonge;Población;Mujeres;78;
Núcleo Barrio Parque;Población;Ambos sexos;40;
Núcleo Barrio Parque;Población;Hombres;22;
Núcleo Barrio Parque;Población;Mujeres;18;
Núcleo Pueblo Calonge;Población;Ambos sexos;101;
Núcleo Pueblo Calonge;Población;Hombres;56;
Núcleo Pueblo Calonge;Población;Mujeres;45;
Diseminado de El Calonge;Población;Ambos sexos;26;
Diseminado de El Calonge;Población;Hombres;11;
Diseminado de El Calonge;Población;Mujeres;15;
E. singular El Carrascal;Población;Ambos sexos;19;
E. singular El Carrascal;Población;Hombres;11;
E. singular El Carrascal;Población;Mujeres;8;
Núcleo Casas de Huertas El Carrascal;Población;Ambos sexos;12;
Núcleo Casas de Huertas El Carrascal;Población;Hombres;7;
Núcleo Casas de Huertas El Carrascal;Población;Mujeres;5;
Diseminado de El Carrascal;Población;Ambos sexos;7;
Diseminado de El Carrascal;Población;Hombres;4;
Diseminado de El Carrascal;Población;Mujeres;3;
E. singular El Pizón;Población;Ambos sexos;20;
E. singular El Pizón;Población;Hombres;10;
E. singular El Pizón;Población;Mujeres;10;
Núcleo Casas de Huertas El Pizón;Población;Ambos sexos;20;
Núcleo Casas de Huertas El Pizón;Población;Hombres;10;
Núcleo Casas de Huertas El Pizón;Población;Mujeres;10;
E. singular El Rincón;Población;Ambos sexos;1;
E. singular El Rincón;Población;Hombres;1;
E. singular El Rincón;Población;Mujeres;-;
Diseminado de El Rincón;Población;Ambos sexos;1;
Diseminado de El Rincón;Población;Hombres;1;
Diseminado de El Rincón;Población;Mujeres;-;
E. singular La Barqueta;Población;Ambos sexos;4;
E. singular La Barqueta;Población;Hombres;3;
E. singular La Barqueta;Población;Mujeres;1;
Diseminado de La Barqueta;Población;Ambos sexos;4;
Diseminado de La Barqueta;Población;Hombres;3;
Diseminado de La Barqueta;Población;Mujeres;1;
E. singular La Chirritana;Población;Ambos sexos;17;
E. singular La Chirritana;Población;Hombres;7;
E. singular La Chirritana;Población;Mujeres;10;
Diseminado de La Chirritana;Población;Ambos sexos;17;
Diseminado de La Chirritana;Población;Hombres;7;
Diseminado de La Chirritana;Población;Mujeres;10;
E. singular La Estación;Población;Ambos sexos;497;
E. singular La Estación;Población;Hombres;259;
E. singular La Estación;Población;Mujeres;238;
Núcleo Barriada Estación;Población;Ambos sexos;16;
Núcleo Barriada Estación;Población;Hombres;8;
Núcleo Barriada Estación;Población;Mujeres;8;
Núcleo Chalets Acebuchal;Población;Ambos sexos;134;
Núcleo Chalets Acebuchal;Población;Hombres;65;
Núcleo Chalets Acebuchal;Población;Mujeres;69;
Núcleo Chalets Baldío;Población;Ambos sexos;234;
Núcleo Chalets Baldío;Población;Hombres;120;
Núcleo Chalets Baldío;Población;Mujeres;114;
Diseminado de La Estación;Población;Ambos sexos;113;
Diseminado de La Estación;Población;Hombres;66;
Diseminado de La Estación;Población;Mujeres;47;
E. singular La Graja;Población;Ambos sexos;57;
E. singular La Graja;Población;Hombres;30;
E. singular La Graja;Población;Mujeres;27;
Núcleo Casas de Huertas la Graja;Población;Ambos sexos;46;
Núcleo Casas de Huertas la Graja;Población;Hombres;25;
Núcleo Casas de Huertas la Graja;Población;Mujeres;21;
Diseminado de La Graja;Población;Ambos sexos;11;
Diseminado de La Graja;Población;Hombres;5;
Diseminado de La Graja;Población;Mujeres;6;
E. singular La Jara;Población;Ambos sexos;188;
E. singular La Jara;Población;Hombres;104;
E. singular La Jara;Población;Mujeres;84;
Núcleo Chalets La Algaba;Población;Ambos sexos;36;
Núcleo Chalets La Algaba;Población;Hombres;20;
Núcleo Chalets La Algaba;Población;Mujeres;16;
Núcleo Polígono Industrial;Población;Ambos sexos;2;
Núcleo Polígono Industrial;Población;Hombres;2;
Núcleo Polígono Industrial;Población;Mujeres;-;
Núcleo Veredón El Mohino;Población;Ambos sexos;126;
Núcleo Veredón El Mohino;Población;Hombres;68;
Núcleo Veredón El Mohino;Población;Mujeres;58;
Diseminado de La Jara;Población;Ambos sexos;24;
Diseminado de La Jara;Población;Hombres;14;
Diseminado de La Jara;Población;Mujeres;10;
E. singular Palma del Río;Población;Ambos sexos;19573;
E. singular Palma del Río;Población;Hombres;9673;
E. singular Palma del Río;Población;Mujeres;9900;
Núcleo Palma del Río;Población;Ambos sexos;19573;
Núcleo Palma del Río;Población;Hombres;9673;
Núcleo Palma del Río;Población;Mujeres;9900;
E. singular Pedro Díaz;Población;Ambos sexos;14;
E. singular Pedro Díaz;Población;Hombres;9;
E. singular Pedro Díaz;Población;Mujeres;5;
Núcleo Casas de Huertas Pedro Díaz;Población;Ambos sexos;2;
Núcleo Casas de Huertas Pedro Díaz;Población;Hombres;1;
Núcleo Casas de Huertas Pedro Díaz;Población;Mujeres;1;
Diseminado de Pedro Díaz;Población;Ambos sexos;12;
Diseminado de Pedro Díaz;Población;Hombres;8;
Diseminado de Pedro Díaz;Población;Mujeres;4;
E. singular Pimentada;Población;Ambos sexos;12;
E. singular Pimentada;Población;Hombres;8;
E. singular Pimentada;Población;Mujeres;4;
Diseminado de Pimentada;Población;Ambos sexos;12;
Diseminado de Pimentada;Población;Hombres;8;
Diseminado de Pimentada;Población;Mujeres;4;
E. singular Vega de Santa Lucía;Población;Ambos sexos;34;
E. singular Vega de Santa Lucía;Población;Hombres;17;
E. singular Vega de Santa Lucía;Población;Mujeres;17;
Diseminado de Vega de Santa Lucía;Población;Ambos sexos;34;
Diseminado de Vega de Santa Lucía;Población;Hombres;17;
Diseminado de Vega de Santa Lucía;Población;Mujeres;17;
Pedro Abad;Población;Ambos sexos;2825;
Pedro Abad;Población;Hombres;1435;
Pedro Abad;Población;Mujeres;1390;
E. singular Pedro Abad;Población;Ambos sexos;2825;
E. singular Pedro Abad;Población;Hombres;1435;
E. singular Pedro Abad;Población;Mujeres;1390;
Núcleo Pedro Abad;Población;Ambos sexos;2777;
Núcleo Pedro Abad;Población;Hombres;1411;
Núcleo Pedro Abad;Población;Mujeres;1366;
Diseminado de Pedro Abad;Población;Ambos sexos;48;
Diseminado de Pedro Abad;Población;Hombres;24;
Diseminado de Pedro Abad;Población;Mujeres;24;
Pedroche;Población;Ambos sexos;1456;
Pedroche;Población;Hombres;723;
Pedroche;Población;Mujeres;733;
E. singular Pedroche;Población;Ambos sexos;1456;
E. singular Pedroche;Población;Hombres;723;
E. singular Pedroche;Población;Mujeres;733;
Núcleo Pedroche;Población;Ambos sexos;1440;
Núcleo Pedroche;Población;Hombres;713;
Núcleo Pedroche;Población;Mujeres;727;
Diseminado de Pedroche;Población;Ambos sexos;16;
Diseminado de Pedroche;Población;Hombres;10;
Diseminado de Pedroche;Población;Mujeres;6;
Peñarroya-Pueblonuevo;Población;Ambos sexos;10280;
Peñarroya-Pueblonuevo;Población;Hombres;4953;
Peñarroya-Pueblonuevo;Población;Mujeres;5327;
E. singular Peñarroya-Pueblonuevo;Población;Ambos sexos;10280;
E. singular Peñarroya-Pueblonuevo;Población;Hombres;4953;
E. singular Peñarroya-Pueblonuevo;Población;Mujeres;5327;
Núcleo Peñarroya-Pueblonuevo;Población;Ambos sexos;10242;
Núcleo Peñarroya-Pueblonuevo;Población;Hombres;4936;
Núcleo Peñarroya-Pueblonuevo;Población;Mujeres;5306;
Diseminado de Peñarroya-Pueblonuevo;Población;Ambos sexos;38;
Diseminado de Peñarroya-Pueblonuevo;Población;Hombres;17;
Diseminado de Peñarroya-Pueblonuevo;Población;Mujeres;21;
Posadas;Población;Ambos sexos;7222;
Posadas;Población;Hombres;3585;
Posadas;Población;Mujeres;3637;
E. singular Posadas;Población;Ambos sexos;6964;
E. singular Posadas;Población;Hombres;3440;
E. singular Posadas;Población;Mujeres;3524;
Núcleo Posadas;Población;Ambos sexos;6500;
Núcleo Posadas;Población;Hombres;3192;
Núcleo Posadas;Población;Mujeres;3308;
Diseminado de Posadas;Población;Ambos sexos;464;
Diseminado de Posadas;Población;Hombres;248;
Diseminado de Posadas;Población;Mujeres;216;
E. singular Rivero de Posadas;Población;Ambos sexos;258;
E. singular Rivero de Posadas;Población;Hombres;145;
E. singular Rivero de Posadas;Población;Mujeres;113;
Núcleo Rivero de Posadas;Población;Ambos sexos;258;
Núcleo Rivero de Posadas;Población;Hombres;145;
Núcleo Rivero de Posadas;Población;Mujeres;113;
Pozoblanco;Población;Ambos sexos;16908;
Pozoblanco;Población;Hombres;8217;
Pozoblanco;Población;Mujeres;8691;
E. singular Pozoblanco;Población;Ambos sexos;16908;
E. singular Pozoblanco;Población;Hombres;8217;
E. singular Pozoblanco;Población;Mujeres;8691;
Núcleo Pozoblanco;Población;Ambos sexos;16797;
Núcleo Pozoblanco;Población;Hombres;8161;
Núcleo Pozoblanco;Población;Mujeres;8636;
Diseminado de Pozoblanco;Población;Ambos sexos;111;
Diseminado de Pozoblanco;Población;Hombres;56;
Diseminado de Pozoblanco;Población;Mujeres;55;
Priego de Córdoba;Población;Ambos sexos;21851;
Priego de Córdoba;Población;Hombres;10653;
Priego de Córdoba;Población;Mujeres;11198;
E. singular Azores;Población;Ambos sexos;41;
E. singular Azores;Población;Hombres;21;
E. singular Azores;Población;Mujeres;20;
Diseminado de Azores;Población;Ambos sexos;41;
Diseminado de Azores;Población;Hombres;21;
Diseminado de Azores;Población;Mujeres;20;
E. singular Campo Nubes;Población;Ambos sexos;29;
E. singular Campo Nubes;Población;Hombres;12;
E. singular Campo Nubes;Población;Mujeres;17;
Núcleo Campo Nubes;Población;Ambos sexos;29;
Núcleo Campo Nubes;Población;Hombres;12;
Núcleo Campo Nubes;Población;Mujeres;17;
E. singular Castil de Campos;Población;Ambos sexos;603;
E. singular Castil de Campos;Población;Hombres;293;
E. singular Castil de Campos;Población;Mujeres;310;
Núcleo Castil de Campos;Población;Ambos sexos;603;
Núcleo Castil de Campos;Población;Hombres;293;
Núcleo Castil de Campos;Población;Mujeres;310;
E. singular El Cañuelo;Población;Ambos sexos;135;
E. singular El Cañuelo;Población;Hombres;68;
E. singular El Cañuelo;Población;Mujeres;67;
Núcleo El Cañuelo;Población;Ambos sexos;135;
Núcleo El Cañuelo;Población;Hombres;68;
Núcleo El Cañuelo;Población;Mujeres;67;
E. singular El Castellar;Población;Ambos sexos;87;
E. singular El Castellar;Población;Hombres;45;
E. singular El Castellar;Población;Mujeres;42;
Diseminado de El Castellar;Población;Ambos sexos;87;
Diseminado de El Castellar;Población;Hombres;45;
Diseminado de El Castellar;Población;Mujeres;42;
E. singular El Esparragal;Población;Ambos sexos;227;
E. singular El Esparragal;Población;Hombres;108;
E. singular El Esparragal;Población;Mujeres;119;
Núcleo El Esparragal;Población;Ambos sexos;227;
Núcleo El Esparragal;Población;Hombres;108;
Núcleo El Esparragal;Población;Mujeres;119;
E. singular El Poleo;Población;Ambos sexos;25;
E. singular El Poleo;Población;Hombres;15;
E. singular El Poleo;Población;Mujeres;10;
Núcleo El Poleo;Población;Ambos sexos;25;
Núcleo El Poleo;Población;Hombres;15;
Núcleo El Poleo;Población;Mujeres;10;
E. singular El Salado;Población;Ambos sexos;68;
E. singular El Salado;Población;Hombres;38;
E. singular El Salado;Población;Mujeres;30;
Diseminado de El Salado;Población;Ambos sexos;68;
Diseminado de El Salado;Población;Hombres;38;
Diseminado de El Salado;Población;Mujeres;30;
E. singular El Solvito;Población;Ambos sexos;32;
E. singular El Solvito;Población;Hombres;19;
E. singular El Solvito;Población;Mujeres;13;
Diseminado de El Solvito;Población;Ambos sexos;32;
Diseminado de El Solvito;Población;Hombres;19;
Diseminado de El Solvito;Población;Mujeres;13;
E. singular El Tarajal;Población;Ambos sexos;24;
E. singular El Tarajal;Población;Hombres;11;
E. singular El Tarajal;Población;Mujeres;13;
Núcleo El Tarajal;Población;Ambos sexos;24;
Núcleo El Tarajal;Población;Hombres;11;
Núcleo El Tarajal;Población;Mujeres;13;
E. singular Genilla;Población;Ambos sexos;313;
E. singular Genilla;Población;Hombres;161;
E. singular Genilla;Población;Mujeres;152;
Diseminado de Genilla;Población;Ambos sexos;313;
Diseminado de Genilla;Población;Hombres;161;
Diseminado de Genilla;Población;Mujeres;152;
E. singular Jaula;Población;Ambos sexos;27;
E. singular Jaula;Población;Hombres;13;
E. singular Jaula;Población;Mujeres;14;
Diseminado de Jaula;Población;Ambos sexos;27;
Diseminado de Jaula;Población;Hombres;13;
Diseminado de Jaula;Población;Mujeres;14;
E. singular La Concepción;Población;Ambos sexos;195;
E. singular La Concepción;Población;Hombres;95;
E. singular La Concepción;Población;Mujeres;100;
Núcleo La Concepción;Población;Ambos sexos;166;
Núcleo La Concepción;Población;Hombres;82;
Núcleo La Concepción;Población;Mujeres;84;
Diseminado de La Concepción;Población;Ambos sexos;29;
Diseminado de La Concepción;Población;Hombres;13;
Diseminado de La Concepción;Población;Mujeres;16;
E. singular La Poyata;Población;Ambos sexos;35;
E. singular La Poyata;Población;Hombres;23;
E. singular La Poyata;Población;Mujeres;12;
Diseminado de La Poyata;Población;Ambos sexos;35;
Diseminado de La Poyata;Población;Hombres;23;
Diseminado de La Poyata;Población;Mujeres;12;
E. singular La Vega;Población;Ambos sexos;112;
E. singular La Vega;Población;Hombres;56;
E. singular La Vega;Población;Mujeres;56;
Diseminado de La Vega;Población;Ambos sexos;112;
Diseminado de La Vega;Población;Hombres;56;
Diseminado de La Vega;Población;Mujeres;56;
E. singular Las Higueras;Población;Ambos sexos;29;
E. singular Las Higueras;Población;Hombres;15;
E. singular Las Higueras;Población;Mujeres;14;
Núcleo Las Higueras;Población;Ambos sexos;29;
Núcleo Las Higueras;Población;Hombres;15;
Núcleo Las Higueras;Población;Mujeres;14;
E. singular Las Lagunillas;Población;Ambos sexos;469;
E. singular Las Lagunillas;Población;Hombres;235;
E. singular Las Lagunillas;Población;Mujeres;234;
Núcleo Las Lagunillas;Población;Ambos sexos;397;
Núcleo Las Lagunillas;Población;Hombres;194;
Núcleo Las Lagunillas;Población;Mujeres;203;
Diseminado de Las Lagunillas;Población;Ambos sexos;72;
Diseminado de Las Lagunillas;Población;Hombres;41;
Diseminado de Las Lagunillas;Población;Mujeres;31;
E. singular Las Navas;Población;Ambos sexos;162;
E. singular Las Navas;Población;Hombres;82;
E. singular Las Navas;Población;Mujeres;80;
Diseminado de Las Navas;Población;Ambos sexos;162;
Diseminado de Las Navas;Población;Hombres;82;
Diseminado de Las Navas;Población;Mujeres;80;
E. singular Las Paradejas;Población;Ambos sexos;55;
E. singular Las Paradejas;Población;Hombres;24;
E. singular Las Paradejas;Población;Mujeres;31;
Diseminado de Las Paradejas;Población;Ambos sexos;55;
Diseminado de Las Paradejas;Población;Hombres;24;
Diseminado de Las Paradejas;Población;Mujeres;31;
E. singular Los Villares;Población;Ambos sexos;67;
E. singular Los Villares;Población;Hombres;33;
E. singular Los Villares;Población;Mujeres;34;
Diseminado de Los Villares;Población;Ambos sexos;67;
Diseminado de Los Villares;Población;Hombres;33;
Diseminado de Los Villares;Población;Mujeres;34;
E. singular Navasequilla;Población;Ambos sexos;62;
E. singular Navasequilla;Población;Hombres;35;
E. singular Navasequilla;Población;Mujeres;27;
Diseminado de Navasequilla;Población;Ambos sexos;62;
Diseminado de Navasequilla;Población;Hombres;35;
Diseminado de Navasequilla;Población;Mujeres;27;
E. singular Priego de Córdoba;Población;Ambos sexos;18255;
E. singular Priego de Córdoba;Población;Hombres;8827;
E. singular Priego de Córdoba;Población;Mujeres;9428;
Núcleo Priego de Córdoba;Población;Ambos sexos;18211;
Núcleo Priego de Córdoba;Población;Hombres;8804;
Núcleo Priego de Córdoba;Población;Mujeres;9407;
Diseminado de Priego de Córdoba;Población;Ambos sexos;44;
Diseminado de Priego de Córdoba;Población;Hombres;23;
Diseminado de Priego de Córdoba;Población;Mujeres;21;
E. singular Zagrilla;Población;Ambos sexos;417;
E. singular Zagrilla;Población;Hombres;214;
E. singular Zagrilla;Población;Mujeres;203;
Núcleo Zagrilla Alta;Población;Ambos sexos;160;
Núcleo Zagrilla Alta;Población;Hombres;81;
Núcleo Zagrilla Alta;Población;Mujeres;79;
Núcleo Zagrilla Baja;Población;Ambos sexos;172;
Núcleo Zagrilla Baja;Población;Hombres;87;
Núcleo Zagrilla Baja;Población;Mujeres;85;
Diseminado de Zagrilla;Población;Ambos sexos;85;
Diseminado de Zagrilla;Población;Hombres;46;
Diseminado de Zagrilla;Población;Mujeres;39;
E. singular Zamoranos;Población;Ambos sexos;382;
E. singular Zamoranos;Población;Hombres;210;
E. singular Zamoranos;Población;Mujeres;172;
Núcleo Zamoranos;Población;Ambos sexos;382;
Núcleo Zamoranos;Población;Hombres;210;
Núcleo Zamoranos;Población;Mujeres;172;
Puente Genil;Población;Ambos sexos;29879;
Puente Genil;Población;Hombres;14713;
Puente Genil;Población;Mujeres;15166;
E. singular Arenales;Población;Ambos sexos;315;
E. singular Arenales;Población;Hombres;163;
E. singular Arenales;Población;Mujeres;152;
Diseminado de Arenales;Población;Ambos sexos;315;
Diseminado de Arenales;Población;Hombres;163;
Diseminado de Arenales;Población;Mujeres;152;
E. singular Bocas del Riguelo;Población;Ambos sexos;43;
E. singular Bocas del Riguelo;Población;Hombres;18;
E. singular Bocas del Riguelo;Población;Mujeres;25;
Núcleo Bocas del Riguelo;Población;Ambos sexos;43;
Núcleo Bocas del Riguelo;Población;Hombres;18;
Núcleo Bocas del Riguelo;Población;Mujeres;25;
E. singular Cordobilla;Población;Ambos sexos;269;
E. singular Cordobilla;Población;Hombres;133;
E. singular Cordobilla;Población;Mujeres;136;
Núcleo Cordobilla;Población;Ambos sexos;236;
Núcleo Cordobilla;Población;Hombres;116;
Núcleo Cordobilla;Población;Mujeres;120;
Diseminado de Cordobilla;Población;Ambos sexos;33;
Diseminado de Cordobilla;Población;Hombres;17;
Diseminado de Cordobilla;Población;Mujeres;16;
E. singular El Rabanal;Población;Ambos sexos;6;
E. singular El Rabanal;Población;Hombres;2;
E. singular El Rabanal;Población;Mujeres;4;
Diseminado de El Rabanal;Población;Ambos sexos;6;
Diseminado de El Rabanal;Población;Hombres;2;
Diseminado de El Rabanal;Población;Mujeres;4;
E. singular La Mina;Población;Ambos sexos;193;
E. singular La Mina;Población;Hombres;97;
E. singular La Mina;Población;Mujeres;96;
Núcleo La Mina;Población;Ambos sexos;180;
Núcleo La Mina;Población;Hombres;89;
Núcleo La Mina;Población;Mujeres;91;
Diseminado de La Mina;Población;Ambos sexos;13;
Diseminado de La Mina;Población;Hombres;8;
Diseminado de La Mina;Población;Mujeres;5;
E. singular Majada Vieja;Población;Ambos sexos;17;
E. singular Majada Vieja;Población;Hombres;8;
E. singular Majada Vieja;Población;Mujeres;9;
Diseminado de Majada Vieja;Población;Ambos sexos;17;
Diseminado de Majada Vieja;Población;Hombres;8;
Diseminado de Majada Vieja;Población;Mujeres;9;
E. singular Palomar;Población;Ambos sexos;581;
E. singular Palomar;Población;Hombres;290;
E. singular Palomar;Población;Mujeres;291;
Núcleo Palomar;Población;Ambos sexos;562;
Núcleo Palomar;Población;Hombres;280;
Núcleo Palomar;Población;Mujeres;282;
Diseminado de Palomar;Población;Ambos sexos;19;
Diseminado de Palomar;Población;Hombres;10;
Diseminado de Palomar;Población;Mujeres;9;
E. singular Puente Genil;Población;Ambos sexos;27290;
E. singular Puente Genil;Población;Hombres;13423;
E. singular Puente Genil;Población;Mujeres;13867;
Núcleo Puente Genil;Población;Ambos sexos;27262;
Núcleo Puente Genil;Población;Hombres;13408;
Núcleo Puente Genil;Población;Mujeres;13854;
Diseminado de Puente Genil;Población;Ambos sexos;28;
Diseminado de Puente Genil;Población;Hombres;15;
Diseminado de Puente Genil;Población;Mujeres;13;
E. singular Puerto Alegre;Población;Ambos sexos;70;
E. singular Puerto Alegre;Población;Hombres;29;
E. singular Puerto Alegre;Población;Mujeres;41;
Núcleo Puerto Alegre;Población;Ambos sexos;45;
Núcleo Puerto Alegre;Población;Hombres;15;
Núcleo Puerto Alegre;Población;Mujeres;30;
Diseminado de Puerto Alegre;Población;Ambos sexos;25;
Diseminado de Puerto Alegre;Población;Hombres;14;
Diseminado de Puerto Alegre;Población;Mujeres;11;
E. singular Ribera Alta;Población;Ambos sexos;425;
E. singular Ribera Alta;Población;Hombres;212;
E. singular Ribera Alta;Población;Mujeres;213;
Núcleo Ribera Alta;Población;Ambos sexos;425;
Núcleo Ribera Alta;Población;Hombres;212;
Núcleo Ribera Alta;Población;Mujeres;213;
E. singular Ribera Baja;Población;Ambos sexos;501;
E. singular Ribera Baja;Población;Hombres;259;
E. singular Ribera Baja;Población;Mujeres;242;
Núcleo Ribera Baja;Población;Ambos sexos;501;
Núcleo Ribera Baja;Población;Hombres;259;
Núcleo Ribera Baja;Población;Mujeres;242;
E. singular Sotogordo;Población;Ambos sexos;169;
E. singular Sotogordo;Población;Hombres;79;
E. singular Sotogordo;Población;Mujeres;90;
Núcleo Sotogordo;Población;Ambos sexos;168;
Núcleo Sotogordo;Población;Hombres;78;
Núcleo Sotogordo;Población;Mujeres;90;
Diseminado de Sotogordo;Población;Ambos sexos;1;
Diseminado de Sotogordo;Población;Hombres;1;
Diseminado de Sotogordo;Población;Mujeres;-;
Rute;Población;Ambos sexos;9753;
Rute;Población;Hombres;4867;
